date,source,campaign,geo,tier,impressions,clicks,ctr,spend,cpc,registrations,ftd,c2r,r2d,ngr,cpa,roi_pct,fraud_clicks,fraud_regs,suspicious_ftd,approval_rate
2024-01-09,TikTok,TT_Casino_UGC,NG,T3,22735,321,0.0141,14.07,0.044,19,3,0.0592,0.1579,12.22,4.69,-13.1,26,0,0,0.913
2024-01-09,TikTok,TT_Sports_Short,CA,T1,27368,269,0.0098,168.8,0.628,18,3,0.0669,0.1667,127.94,56.27,-24.2,14,0,0,0.926
2024-01-09,TikTok,TT_Sports_Short,AU,T1,36356,767,0.0211,190.6,0.249,68,9,0.0887,0.1324,536.89,21.18,181.7,60,1,0,0.925
2024-01-09,TikTok,TT_Sports_Short,IN,T3,22739,435,0.0191,18.08,0.042,18,2,0.0414,0.1111,28.0,9.04,54.9,51,0,0,0.909
2024-01-09,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,29885,611,0.0204,0.0,,153,61,0.2504,0.3987,8183.23,,,13,0,0,0.98
2024-01-09,Affiliate_SEO,SEO_CasinoReview_DE,BR,T2,12072,173,0.0143,0.0,,29,7,0.1676,0.2414,300.02,,,4,0,0,0.983
2024-01-09,Affiliate_SEO,SEO_CasinoReview_DE,PL,T2,17176,286,0.0167,0.0,,56,21,0.1958,0.375,1529.85,,,4,0,0,0.979
2024-01-09,Affiliate_SEO,SEO_CasinoReview_DE,NG,T3,4489,59,0.0131,0.0,,13,4,0.2203,0.3077,73.55,,,1,0,0,0.98
2024-01-09,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,42703,785,0.0184,0.0,,185,83,0.2357,0.4486,9837.72,,,13,1,0,0.983
2024-01-09,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,19365,597,0.0308,0.0,,154,43,0.258,0.2792,5142.11,,,7,0,0,0.976
2024-01-09,Affiliate_SEO,SEO_BonusGuide_BR,IN,T3,10326,159,0.0154,0.0,,34,16,0.2138,0.4706,83.01,,,3,0,0,0.98
2024-01-10,Facebook,FB_Sports_Banner,DE,T1,48755,1901,0.039,542.72,0.285,154,36,0.081,0.2338,2874.25,15.08,429.6,69,0,0,0.966
2024-01-10,Facebook,FB_Slots_Video,BR,T2,33166,1000,0.0302,111.64,0.112,116,28,0.116,0.2414,506.88,3.99,354.0,42,1,0,0.968
2024-01-10,Facebook,FB_Casino_CreativeA,PL,T2,27595,1012,0.0367,97.83,0.097,99,25,0.0978,0.2525,625.62,3.91,539.5,21,0,0,0.974
2024-01-10,Facebook,FB_Slots_Video,NG,T3,43814,1742,0.0398,38.48,0.022,224,62,0.1286,0.2768,609.1,0.62,1482.9,44,2,0,0.974
2024-01-10,Facebook,FB_Sports_Banner,CA,T1,12310,434,0.0353,103.43,0.238,32,6,0.0737,0.1875,380.41,17.24,267.8,17,0,0,0.974
2024-01-10,Facebook,FB_Sports_Banner,AU,T1,28744,438,0.0152,247.24,0.564,34,10,0.0776,0.2941,754.14,24.72,205.0,15,0,0,0.972
2024-01-10,Facebook,FB_Sports_Banner,IN,T3,21697,537,0.0247,25.64,0.048,37,9,0.0689,0.2432,278.41,2.85,985.8,10,0,0,0.975
2024-01-10,Google_Search,GG_Slots_KW_Generic,DE,T1,24515,378,0.0154,657.44,1.739,56,14,0.1481,0.25,1470.78,46.96,123.7,3,0,0,0.99
2024-01-10,Google_Search,GG_Sports_Betting,BR,T2,16874,479,0.0284,122.89,0.257,85,19,0.1775,0.2235,607.25,6.47,394.1,4,0,0,0.992
2024-01-10,Google_Search,GG_Slots_KW_Generic,PL,T2,13992,492,0.0352,136.78,0.278,70,23,0.1423,0.3286,1178.04,5.95,761.3,2,0,0,0.992
2024-01-10,Google_Search,GG_Sports_Betting,NG,T3,14187,476,0.0336,32.62,0.069,72,20,0.1513,0.2778,40.0,1.63,22.6,5,0,0,0.989
2024-01-10,Google_Search,GG_Slots_KW_Generic,CA,T1,29719,981,0.033,692.66,0.706,155,52,0.158,0.3355,5110.07,13.32,637.7,11,0,0,0.989
2024-01-10,Google_Search,GG_Sports_Betting,AU,T1,20213,683,0.0338,400.34,0.586,150,53,0.2196,0.3533,4661.81,7.55,1064.5,5,0,0,0.991
2024-01-10,Google_Search,GG_Slots_KW_Generic,IN,T3,40995,1350,0.0329,130.29,0.097,245,87,0.1815,0.3551,776.04,1.5,495.6,9,0,0,0.989
2024-01-10,Push_Network,Push_Casino_Retarget,DE,T1,26295,668,0.0254,42.96,0.064,24,3,0.0359,0.125,85.46,14.32,98.9,80,0,0,0.853
2024-01-10,Push_Network,Push_Casino_Retarget,BR,T2,39636,774,0.0195,24.28,0.031,26,4,0.0336,0.1538,80.18,6.07,230.2,159,1,0,0.883
2024-01-10,Push_Network,Push_Casino_Retarget,PL,T2,7802,99,0.0127,5.29,0.053,4,0,0.0404,0.0,0.0,,-100.0,7,0,0,0.838
2024-01-10,Push_Network,Push_Casino_Retarget,NG,T3,24271,297,0.0122,3.36,0.011,10,1,0.0337,0.1,2.0,3.36,-40.5,40,0,0,0.852
2024-01-10,Push_Network,Push_iGaming_Broad,CA,T1,26885,478,0.0178,47.96,0.1,18,1,0.0377,0.0556,31.35,47.96,-34.6,38,1,0,0.846
2024-01-10,Push_Network,Push_iGaming_Broad,AU,T1,29164,501,0.0172,50.09,0.1,23,2,0.0459,0.087,53.07,25.05,5.9,89,0,0,0.882
2024-01-10,Push_Network,Push_Casino_Retarget,IN,T3,26089,594,0.0228,6.3,0.011,23,3,0.0387,0.1304,6.0,2.1,-4.8,112,0,0,0.846
2024-01-10,Native_Ads,Native_Review_Article,DE,T1,19316,526,0.0272,102.66,0.195,38,8,0.0722,0.2105,489.95,12.83,377.3,34,0,0,0.942
2024-01-10,Native_Ads,Native_Bonus_Landing,BR,T2,25726,342,0.0133,44.24,0.129,20,3,0.0585,0.15,63.62,14.75,43.8,12,0,0,0.931
2024-01-10,Native_Ads,Native_Review_Article,PL,T2,22198,476,0.0214,54.15,0.114,26,5,0.0546,0.1923,208.21,10.83,284.5,19,0,0,0.935
2024-01-10,Native_Ads,Native_Bonus_Landing,NG,T3,30834,398,0.0129,16.38,0.041,35,7,0.0879,0.2,118.51,2.34,623.5,23,0,0,0.934
2024-01-10,Native_Ads,Native_Review_Article,CA,T1,16912,301,0.0178,82.31,0.273,21,5,0.0698,0.2381,318.74,16.46,287.2,14,0,0,0.93
2024-01-10,Native_Ads,Native_Bonus_Landing,AU,T1,40364,684,0.0169,177.45,0.259,42,9,0.0614,0.2143,622.94,19.72,251.1,22,1,0,0.936
2024-01-10,Native_Ads,Native_Bonus_Landing,IN,T3,18930,400,0.0211,12.87,0.032,23,4,0.0575,0.1739,84.35,3.22,555.4,25,0,0,0.947
2024-01-10,TikTok,TT_Sports_Short,DE,T1,22838,463,0.0203,129.47,0.28,31,6,0.067,0.1935,293.0,21.58,126.3,30,0,0,0.914
2024-01-10,TikTok,TT_Casino_UGC,BR,T2,20652,238,0.0115,44.08,0.185,13,2,0.0546,0.1538,29.88,22.04,-32.2,22,0,0,0.918
2024-01-10,TikTok,TT_Sports_Short,PL,T2,31760,954,0.03,76.33,0.08,56,8,0.0587,0.1429,126.42,9.54,65.6,39,0,0,0.926
2024-01-10,TikTok,TT_Casino_UGC,NG,T3,41248,1134,0.0275,22.1,0.019,74,13,0.0653,0.1757,311.28,1.7,1308.5,107,1,0,0.915
2024-01-10,TikTok,TT_Sports_Short,CA,T1,15205,377,0.0248,88.33,0.234,29,5,0.0769,0.1724,264.52,17.67,199.5,28,0,0,0.908
2024-01-10,TikTok,TT_Sports_Short,AU,T1,20760,537,0.0259,113.83,0.212,34,5,0.0633,0.1471,224.57,22.77,97.3,43,1,0,0.918
2024-01-10,TikTok,TT_Casino_UGC,IN,T3,20950,446,0.0213,16.51,0.037,24,3,0.0538,0.125,27.3,5.5,65.4,44,0,0,0.932
2024-01-10,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,15052,275,0.0183,0.0,,55,20,0.2,0.3636,2367.11,,,5,0,0,0.983
2024-01-10,Affiliate_SEO,SEO_BonusGuide_BR,BR,T2,7416,112,0.0151,0.0,,20,7,0.1786,0.35,249.89,,,1,0,0,0.98
2024-01-10,Affiliate_SEO,SEO_CasinoReview_DE,PL,T2,17183,477,0.0278,0.0,,110,43,0.2306,0.3909,2818.42,,,13,0,0,0.979
2024-01-10,Affiliate_SEO,SEO_CasinoReview_DE,NG,T3,2251,66,0.0293,0.0,,10,4,0.1515,0.4,61.02,,,0,0,0,0.983
2024-01-10,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,13274,273,0.0206,0.0,,63,17,0.2308,0.2698,2057.85,,,3,0,0,0.981
2024-01-10,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,6972,148,0.0212,0.0,,34,12,0.2297,0.3529,1066.56,,,3,0,0,0.977
2024-01-10,Affiliate_SEO,SEO_BonusGuide_BR,IN,T3,2816,74,0.0263,0.0,,17,3,0.2297,0.1765,72.19,,,2,0,0,0.982
2024-01-11,Facebook,FB_Casino_CreativeA,DE,T1,20143,751,0.0373,217.64,0.29,69,12,0.0919,0.1739,932.22,18.14,328.3,12,0,0,0.969
2024-01-11,Facebook,FB_Sports_Banner,BR,T2,20602,593,0.0288,73.03,0.123,63,15,0.1062,0.2381,427.07,4.87,484.8,20,0,0,0.969
2024-01-11,Facebook,FB_Sports_Banner,PL,T2,16042,515,0.0321,73.93,0.144,34,8,0.066,0.2353,373.88,9.24,405.7,14,0,0,0.971
2024-01-11,Facebook,FB_Slots_Video,NG,T3,31960,1217,0.0381,29.6,0.024,109,30,0.0896,0.2752,157.21,0.99,431.1,27,0,0,0.976
2024-01-11,Facebook,FB_Slots_Video,CA,T1,22206,871,0.0392,216.07,0.248,103,23,0.1183,0.2233,1909.55,9.39,783.8,18,0,0,0.972
2024-01-11,Facebook,FB_Casino_CreativeA,AU,T1,10015,382,0.0381,80.41,0.21,36,10,0.0942,0.2778,742.43,8.04,823.3,8,0,0,0.975
2024-01-11,Facebook,FB_Slots_Video,IN,T3,34733,792,0.0228,40.26,0.051,43,14,0.0543,0.3256,162.75,2.88,304.2,19,0,0,0.968
2024-01-11,Google_Search,GG_Slots_KW_Generic,DE,T1,30655,1198,0.0391,729.06,0.609,189,67,0.1578,0.3545,6766.68,10.88,828.1,11,0,0,0.989
2024-01-11,Google_Search,GG_Sports_Betting,BR,T2,28796,1184,0.0411,239.96,0.203,177,32,0.1495,0.1808,938.87,7.5,291.3,10,0,0,0.991
2024-01-11,Google_Search,GG_Casino_KW_Brand,PL,T2,12582,514,0.0409,133.36,0.259,91,33,0.177,0.3626,2178.21,4.04,1533.3,7,0,0,0.991
2024-01-11,Google_Search,GG_Casino_KW_Brand,NG,T3,17514,667,0.0381,46.19,0.069,108,23,0.1619,0.213,597.9,2.01,1194.4,5,0,0,0.992
2024-01-11,Google_Search,GG_Sports_Betting,CA,T1,14681,412,0.0281,380.82,0.924,63,18,0.1529,0.2857,1853.48,21.16,386.7,5,0,0,0.991
2024-01-11,Google_Search,GG_Casino_KW_Brand,AU,T1,15258,629,0.0412,396.83,0.631,70,16,0.1113,0.2286,1548.04,24.8,290.1,4,0,0,0.992
2024-01-11,Google_Search,GG_Casino_KW_Brand,IN,T3,31439,906,0.0288,98.64,0.109,177,49,0.1954,0.2768,1498.17,2.01,1418.8,7,0,0,0.988
2024-01-11,Push_Network,Push_Casino_Retarget,DE,T1,10352,335,0.0324,18.21,0.054,14,1,0.0418,0.0714,28.25,18.21,55.1,62,0,0,0.833
2024-01-11,Push_Network,Push_iGaming_Broad,BR,T2,26573,718,0.027,14.49,0.02,29,2,0.0404,0.069,5.99,7.25,-58.7,149,1,0,0.876
2024-01-11,Push_Network,Push_Casino_Retarget,PL,T2,44662,783,0.0175,31.8,0.041,33,2,0.0421,0.0606,37.39,15.9,17.6,163,1,0,0.861
2024-01-11,Push_Network,Push_Casino_Retarget,NG,T3,19811,462,0.0233,2.95,0.006,20,2,0.0433,0.1,29.75,1.48,908.5,65,1,0,0.841
2024-01-11,Push_Network,Push_Casino_Retarget,CA,T1,18768,431,0.023,30.35,0.07,21,2,0.0487,0.0952,80.01,15.18,163.6,51,0,0,0.862
2024-01-11,Push_Network,Push_iGaming_Broad,AU,T1,24348,367,0.0151,34.53,0.094,15,1,0.0409,0.0667,34.35,34.53,-0.5,35,0,0,0.878
2024-01-11,Push_Network,Push_iGaming_Broad,IN,T3,10044,231,0.023,2.55,0.011,13,1,0.0563,0.0769,12.27,2.55,381.2,36,0,0,0.839
2024-01-11,Native_Ads,Native_Review_Article,DE,T1,27085,578,0.0213,151.04,0.261,28,7,0.0484,0.25,409.72,21.58,171.3,33,0,0,0.936
2024-01-11,Native_Ads,Native_Review_Article,BR,T2,12438,246,0.0198,22.74,0.092,8,1,0.0325,0.125,28.69,22.74,26.2,7,0,0,0.942
2024-01-11,Native_Ads,Native_Bonus_Landing,PL,T2,37771,621,0.0164,72.8,0.117,46,8,0.0741,0.1739,291.32,9.1,300.2,31,1,0,0.943
2024-01-11,Native_Ads,Native_Bonus_Landing,NG,T3,22293,407,0.0183,10.16,0.025,33,6,0.0811,0.1818,204.19,1.69,1909.7,23,0,0,0.942
2024-01-11,Native_Ads,Native_Bonus_Landing,CA,T1,10005,123,0.0123,43.96,0.357,7,1,0.0569,0.1429,83.04,43.96,88.9,10,0,0,0.949
2024-01-11,Native_Ads,Native_Review_Article,AU,T1,13923,345,0.0248,66.96,0.194,22,5,0.0638,0.2273,318.99,13.39,376.4,19,0,0,0.941
2024-01-11,Native_Ads,Native_Bonus_Landing,IN,T3,45953,1588,0.0346,37.28,0.023,119,28,0.0749,0.2353,366.92,1.33,884.2,49,1,0,0.944
2024-01-11,TikTok,TT_Sports_Short,DE,T1,25950,129,0.005,180.11,1.396,8,0,0.062,0.0,0.0,,-100.0,8,0,0,0.925
2024-01-11,TikTok,TT_Sports_Short,BR,T2,8151,109,0.0134,14.56,0.134,5,0,0.0459,0.0,0.0,,-100.0,8,0,0,0.91
2024-01-11,TikTok,TT_Casino_UGC,PL,T2,43817,898,0.0205,116.6,0.13,72,10,0.0802,0.1389,76.91,11.66,-34.0,90,1,0,0.929
2024-01-11,TikTok,TT_Casino_UGC,NG,T3,18558,286,0.0154,11.9,0.042,19,3,0.0664,0.1579,17.63,3.97,48.2,22,0,0,0.909
2024-01-11,TikTok,TT_Sports_Short,CA,T1,15252,314,0.0206,97.88,0.312,17,2,0.0541,0.1176,85.28,48.94,-12.9,23,0,0,0.924
2024-01-11,TikTok,TT_Casino_UGC,AU,T1,17152,397,0.0231,100.91,0.254,18,4,0.0453,0.2222,203.3,25.23,101.5,29,0,0,0.907
2024-01-11,TikTok,TT_Sports_Short,IN,T3,23562,320,0.0136,18.07,0.056,18,3,0.0563,0.1667,6.0,6.02,-66.8,33,0,0,0.935
2024-01-11,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,35309,373,0.0106,0.0,,107,39,0.2869,0.3645,4671.78,,,6,0,0,0.978
2024-01-11,Affiliate_SEO,SEO_BonusGuide_BR,BR,T2,22430,324,0.0144,0.0,,46,11,0.142,0.2391,505.34,,,4,0,0,0.98
2024-01-11,Affiliate_SEO,SEO_CasinoReview_DE,PL,T2,15764,450,0.0285,0.0,,87,24,0.1933,0.2759,1551.0,,,4,0,0,0.98
2024-01-11,Affiliate_SEO,SEO_CasinoReview_DE,NG,T3,2029,55,0.0271,0.0,,14,4,0.2545,0.2857,100.73,,,0,0,0,0.978
2024-01-11,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,16900,449,0.0266,0.0,,98,33,0.2183,0.3367,3825.27,,,12,0,0,0.983
2024-01-11,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,19306,510,0.0264,0.0,,116,54,0.2275,0.4655,5354.91,,,6,0,0,0.977
2024-01-11,Affiliate_SEO,SEO_CasinoReview_DE,IN,T3,5038,102,0.0202,0.0,,21,6,0.2059,0.2857,91.45,,,1,0,0,0.982
2024-01-12,Facebook,FB_Casino_CreativeA,DE,T1,10993,441,0.0401,105.61,0.239,45,10,0.102,0.2222,864.47,10.56,718.5,17,0,0,0.97
2024-01-12,Facebook,FB_Sports_Banner,BR,T2,10007,510,0.051,30.35,0.06,31,11,0.0608,0.3548,373.79,2.76,1131.6,11,0,0,0.976
2024-01-12,Facebook,FB_Casino_CreativeA,PL,T2,10918,465,0.0426,43.77,0.094,45,8,0.0968,0.1778,305.64,5.47,598.3,6,0,0,0.967
2024-01-12,Facebook,FB_Casino_CreativeA,NG,T3,33022,1384,0.0419,30.04,0.022,151,38,0.1091,0.2517,604.4,0.79,1912.0,62,1,0,0.968
2024-01-12,Facebook,FB_Sports_Banner,CA,T1,21946,713,0.0325,204.75,0.287,72,18,0.101,0.25,1537.7,11.38,651.0,23,0,0,0.972
2024-01-12,Facebook,FB_Casino_CreativeA,AU,T1,14608,447,0.0306,123.65,0.277,47,6,0.1051,0.1277,387.38,20.61,213.3,17,0,0,0.969
2024-01-12,Facebook,FB_Casino_CreativeA,IN,T3,26467,1265,0.0478,33.69,0.027,105,28,0.083,0.2667,632.43,1.2,1777.2,24,0,0,0.972
2024-01-12,Google_Search,GG_Casino_KW_Brand,DE,T1,26690,634,0.0238,807.91,1.274,95,34,0.1498,0.3579,3513.34,23.76,334.9,3,0,0,0.991
2024-01-12,Google_Search,GG_Sports_Betting,BR,T2,22606,814,0.036,162.91,0.2,135,39,0.1658,0.2889,1819.61,4.18,1016.9,10,0,0,0.991
2024-01-12,Google_Search,GG_Sports_Betting,PL,T2,15556,438,0.0282,183.03,0.418,66,13,0.1507,0.197,574.71,14.08,214.0,4,0,0,0.988
2024-01-12,Google_Search,GG_Casino_KW_Brand,NG,T3,38685,1849,0.0478,89.96,0.049,331,124,0.179,0.3746,1476.79,0.73,1541.6,11,1,0,0.991
2024-01-12,Google_Search,GG_Slots_KW_Generic,CA,T1,33934,1308,0.0385,720.85,0.551,126,41,0.0963,0.3254,3639.87,17.58,404.9,14,0,0,0.991
2024-01-12,Google_Search,GG_Casino_KW_Brand,AU,T1,26984,745,0.0276,536.42,0.72,135,31,0.1812,0.2296,2921.64,17.3,444.7,9,0,0,0.99
2024-01-12,Google_Search,GG_Slots_KW_Generic,IN,T3,16942,669,0.0395,57.59,0.086,85,28,0.1271,0.3294,287.5,2.06,399.2,5,0,0,0.992
2024-01-12,Push_Network,Push_iGaming_Broad,DE,T1,17878,348,0.0195,29.83,0.086,10,1,0.0287,0.1,38.27,29.83,28.3,45,0,0,0.88
2024-01-12,Push_Network,Push_Casino_Retarget,BR,T2,10085,218,0.0216,5.24,0.024,8,1,0.0367,0.125,10.13,5.24,93.3,25,0,0,0.845
2024-01-12,Push_Network,Push_Casino_Retarget,PL,T2,15527,316,0.0204,11.13,0.035,16,2,0.0506,0.125,7.89,5.57,-29.1,51,0,0,0.861
2024-01-12,Push_Network,Push_iGaming_Broad,NG,T3,14789,464,0.0314,2.64,0.006,18,2,0.0388,0.1111,28.08,1.32,963.6,86,0,0,0.851
2024-01-12,Push_Network,Push_Casino_Retarget,CA,T1,24570,737,0.03,37.32,0.051,20,3,0.0271,0.15,97.81,12.44,162.1,148,0,0,0.848
2024-01-12,Push_Network,Push_Casino_Retarget,AU,T1,20441,222,0.0109,26.45,0.119,8,0,0.036,0.0,0.0,,-100.0,25,0,0,0.876
2024-01-12,Push_Network,Push_Casino_Retarget,IN,T3,20693,653,0.0316,5.03,0.008,25,2,0.0383,0.08,4.0,2.52,-20.5,119,1,0,0.846
2024-01-12,Native_Ads,Native_Bonus_Landing,DE,T1,27083,488,0.018,147.16,0.302,44,7,0.0902,0.1591,341.5,21.02,132.1,38,0,0,0.949
2024-01-12,Native_Ads,Native_Bonus_Landing,BR,T2,23869,708,0.0297,45.08,0.064,62,14,0.0876,0.2258,401.44,3.22,790.5,36,1,0,0.951
2024-01-12,Native_Ads,Native_Review_Article,PL,T2,26324,566,0.0215,54.67,0.097,49,10,0.0866,0.2041,397.61,5.47,627.3,49,0,0,0.935
2024-01-12,Native_Ads,Native_Review_Article,NG,T3,15651,417,0.0266,6.69,0.016,37,7,0.0887,0.1892,14.0,0.96,109.3,20,0,0,0.931
2024-01-12,Native_Ads,Native_Bonus_Landing,CA,T1,23493,136,0.0058,108.17,0.795,11,2,0.0809,0.1818,136.77,54.09,26.4,7,0,0,0.93
2024-01-12,Native_Ads,Native_Review_Article,AU,T1,14119,167,0.0118,69.9,0.419,11,1,0.0659,0.0909,60.25,69.9,-13.8,12,0,0,0.931
2024-01-12,Native_Ads,Native_Review_Article,IN,T3,27009,653,0.0242,20.66,0.032,30,3,0.0459,0.1,21.84,6.89,5.7,22,0,0,0.939
2024-01-12,TikTok,TT_Sports_Short,DE,T1,8683,189,0.0218,63.05,0.334,11,2,0.0582,0.1818,81.7,31.52,29.6,8,0,0,0.906
2024-01-12,TikTok,TT_Sports_Short,BR,T2,23818,454,0.0191,50.98,0.112,26,4,0.0573,0.1538,48.46,12.74,-4.9,42,0,0,0.915
2024-01-12,TikTok,TT_Casino_UGC,PL,T2,25887,719,0.0278,60.59,0.084,48,8,0.0668,0.1667,232.94,7.57,284.5,41,1,0,0.934
2024-01-12,TikTok,TT_Sports_Short,NG,T3,26496,579,0.0219,14.14,0.024,25,3,0.0432,0.12,6.0,4.71,-57.6,66,0,0,0.933
2024-01-12,TikTok,TT_Sports_Short,CA,T1,13518,349,0.0258,69.87,0.2,22,4,0.063,0.1818,231.62,17.47,231.5,27,0,0,0.93
2024-01-12,TikTok,TT_Casino_UGC,AU,T1,13256,254,0.0192,79.88,0.314,14,1,0.0551,0.0714,41.83,79.88,-47.6,14,0,0,0.912
2024-01-12,TikTok,TT_Casino_UGC,IN,T3,51790,1088,0.021,50.62,0.047,74,13,0.068,0.1757,44.43,3.89,-12.2,126,1,0,0.925
2024-01-12,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,66958,1538,0.023,0.0,,265,73,0.1723,0.2755,8612.78,,,40,2,0,0.981
2024-01-12,Affiliate_SEO,SEO_CasinoReview_DE,BR,T2,11558,237,0.0205,0.0,,49,14,0.2068,0.2857,525.59,,,5,0,0,0.98
2024-01-12,Affiliate_SEO,SEO_CasinoReview_DE,PL,T2,3582,100,0.0279,0.0,,22,8,0.22,0.3636,429.98,,,2,0,0,0.978
2024-01-12,Affiliate_SEO,SEO_CasinoReview_DE,NG,T3,1471,23,0.0156,0.0,,5,2,0.2174,0.4,14.33,,,0,0,0,0.981
2024-01-12,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,35615,529,0.0149,0.0,,122,44,0.2306,0.3607,5018.59,,,14,0,0,0.978
2024-01-12,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,48383,868,0.0179,0.0,,181,61,0.2085,0.337,7366.98,,,19,1,0,0.98
2024-01-12,Affiliate_SEO,SEO_BonusGuide_BR,IN,T3,3013,45,0.0149,0.0,,13,4,0.2889,0.3077,91.58,,,0,0,0,0.978
2024-01-13,Facebook,FB_Slots_Video,DE,T1,74865,3279,0.0438,677.82,0.207,168,42,0.0512,0.25,2805.55,16.14,313.9,53,1,0,0.974
2024-01-13,Facebook,FB_Sports_Banner,BR,T2,10424,259,0.0248,30.97,0.12,32,5,0.1236,0.1562,195.42,6.19,531.0,4,0,0,0.968
2024-01-13,Facebook,FB_Casino_CreativeA,PL,T2,115856,5032,0.0434,499.84,0.099,390,103,0.0775,0.2641,3556.55,4.85,611.5,175,4,0,0.968
2024-01-13,Facebook,FB_Sports_Banner,NG,T3,46200,2054,0.0445,35.7,0.017,194,40,0.0944,0.2062,575.68,0.89,1512.5,67,2,0,0.966
2024-01-13,Facebook,FB_Casino_CreativeA,CA,T1,22465,788,0.0351,208.94,0.265,78,21,0.099,0.2692,1477.86,9.95,607.3,20,1,0,0.973
2024-01-13,Facebook,FB_Sports_Banner,AU,T1,11920,511,0.0429,110.95,0.217,44,7,0.0861,0.1591,463.32,15.85,317.6,21,0,0,0.976
2024-01-13,Facebook,FB_Slots_Video,IN,T3,28433,842,0.0296,43.66,0.052,56,13,0.0665,0.2321,204.94,3.36,369.4,35,0,0,0.967
2024-01-13,Google_Search,GG_Casino_KW_Brand,DE,T1,29172,851,0.0292,863.39,1.015,112,41,0.1316,0.3661,3914.54,21.06,353.4,11,0,0,0.99
2024-01-13,Google_Search,GG_Casino_KW_Brand,BR,T2,12016,432,0.036,101.23,0.234,59,18,0.1366,0.3051,956.24,5.62,844.6,6,0,0,0.99
2024-01-13,Google_Search,GG_Casino_KW_Brand,PL,T2,20613,779,0.0378,214.2,0.275,121,51,0.1553,0.4215,2363.08,4.2,1003.2,4,0,0,0.989
2024-01-13,Google_Search,GG_Casino_KW_Brand,NG,T3,39803,1191,0.0299,102.2,0.086,131,39,0.11,0.2977,203.49,2.62,99.1,11,0,0,0.989
2024-01-13,Google_Search,GG_Sports_Betting,CA,T1,108145,4408,0.0408,2570.64,0.583,730,192,0.1656,0.263,19430.24,13.39,655.9,49,1,0,0.99
2024-01-13,Google_Search,GG_Slots_KW_Generic,AU,T1,47412,1432,0.0302,1238.45,0.865,202,36,0.1411,0.1782,2973.36,34.4,140.1,7,0,0,0.989
2024-01-13,Google_Search,GG_Casino_KW_Brand,IN,T3,27115,1144,0.0422,94.52,0.083,169,49,0.1477,0.2899,1086.73,1.93,1049.7,11,0,0,0.988
2024-01-13,Push_Network,Push_Casino_Retarget,DE,T1,24324,385,0.0158,47.16,0.122,18,1,0.0468,0.0556,36.8,47.16,-22.0,54,0,0,0.884
2024-01-13,Push_Network,Push_iGaming_Broad,BR,T2,16870,324,0.0192,9.29,0.029,11,1,0.034,0.0909,23.38,9.29,151.7,55,0,0,0.856
2024-01-13,Push_Network,Push_iGaming_Broad,PL,T2,20741,413,0.0199,16.95,0.041,17,2,0.0412,0.1176,26.02,8.47,53.5,61,0,0,0.846
2024-01-13,Push_Network,Push_iGaming_Broad,NG,T3,9318,69,0.0074,1.55,0.022,3,0,0.0435,0.0,0.0,,-100.0,8,0,0,0.84
2024-01-13,Push_Network,Push_Casino_Retarget,CA,T1,10346,150,0.0145,14.46,0.096,7,0,0.0467,0.0,0.0,,-100.0,28,0,0,0.885
2024-01-13,Push_Network,Push_iGaming_Broad,AU,T1,5783,97,0.0168,9.89,0.102,3,0,0.0309,0.0,0.0,,-100.0,13,0,0,0.848
2024-01-13,Push_Network,Push_Casino_Retarget,IN,T3,35858,755,0.0211,9.15,0.012,24,3,0.0318,0.125,34.35,3.05,275.4,61,1,0,0.86
2024-01-13,Native_Ads,Native_Bonus_Landing,DE,T1,15672,330,0.0211,98.33,0.298,22,5,0.0667,0.2273,360.0,19.67,266.1,15,0,0,0.943
2024-01-13,Native_Ads,Native_Review_Article,BR,T2,29920,550,0.0184,56.83,0.103,31,5,0.0564,0.1613,181.57,11.37,219.5,48,0,0,0.931
2024-01-13,Native_Ads,Native_Review_Article,PL,T2,13501,318,0.0236,28.8,0.091,16,3,0.0503,0.1875,112.84,9.6,291.8,13,0,0,0.93
2024-01-13,Native_Ads,Native_Bonus_Landing,NG,T3,37964,483,0.0127,18.87,0.039,36,10,0.0745,0.2778,71.45,1.89,278.6,27,0,0,0.944
2024-01-13,Native_Ads,Native_Bonus_Landing,CA,T1,21338,327,0.0153,103.99,0.318,26,6,0.0795,0.2308,426.98,17.33,310.6,16,0,0,0.945
2024-01-13,Native_Ads,Native_Bonus_Landing,AU,T1,18888,468,0.0248,102.42,0.219,36,6,0.0769,0.1667,371.81,17.07,263.0,29,0,0,0.946
2024-01-13,Native_Ads,Native_Bonus_Landing,IN,T3,53799,841,0.0156,39.95,0.048,84,13,0.0999,0.1548,264.36,3.07,561.7,74,2,0,0.947
