player_id,source,campaign,geo,tier,reg_date,ftd_date,ftd_amount,device,is_fraud
P0111789,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-06-01,2024-06-01,90.91,tablet,0
P0051892,Google_Search,GG_Slots_KW_Generic,BR,T2,2024-03-12,2024-03-12,45.48,mobile,0
P0082427,Facebook,FB_Slots_Video,IN,T3,2024-04-24,2024-04-27,8.73,tablet,0
P0125628,Google_Search,GG_Casino_KW_Brand,PL,T2,2024-06-19,2024-06-22,163.75,desktop,0
P0080344,Google_Search,GG_Slots_KW_Generic,AU,T1,2024-04-21,2024-04-26,48.49,tablet,0
P0029951,Facebook,FB_Slots_Video,AU,T1,2024-02-12,2024-02-15,54.23,mobile,0
P0000617,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,2024-01-02,2024-01-04,73.37,tablet,0
P0044130,Facebook,FB_Sports_Banner,BR,T2,2024-03-02,2024-03-02,23.18,desktop,0
P0021505,Google_Search,GG_Casino_KW_Brand,DE,T1,2024-02-01,2024-02-01,36.5,desktop,0
P0063501,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-03-27,2024-03-31,75.95,mobile,0
P0096470,Google_Search,GG_Sports_Betting,NG,T3,2024-05-11,2024-05-11,9.43,desktop,0
P0046205,Affiliate_SEO,SEO_BonusGuide_BR,BR,T2,2024-03-06,2024-03-10,36.94,tablet,0
P0020770,Google_Search,GG_Casino_KW_Brand,DE,T1,2024-01-30,2024-01-31,50.71,mobile,0
P0021255,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-01-31,2024-02-01,55.97,desktop,0
P0011075,Google_Search,GG_Sports_Betting,BR,T2,2024-01-18,2024-01-20,26.06,desktop,0
P0084052,Google_Search,GG_Slots_KW_Generic,PL,T2,2024-04-25,2024-04-28,33.16,mobile,0
P0076768,Google_Search,GG_Slots_KW_Generic,NG,T3,2024-04-17,2024-04-19,28.77,desktop,0
P0118952,Facebook,FB_Sports_Banner,PL,T2,2024-06-11,2024-06-11,54.0,tablet,0
P0057928,Native_Ads,Native_Review_Article,AU,T1,2024-03-21,2024-03-22,67.47,mobile,0
P0120162,Push_Network,Push_Casino_Retarget,DE,T1,2024-06-11,2024-06-13,151.59,desktop,0
P0089150,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-05-01,2024-05-05,88.98,mobile,0
P0102582,Google_Search,GG_Sports_Betting,CA,T1,2024-05-19,2024-05-21,44.3,tablet,0
P0112602,Google_Search,GG_Slots_KW_Generic,PL,T2,2024-06-03,2024-06-04,28.66,desktop,0
P0012456,Facebook,FB_Casino_CreativeA,CA,T1,2024-01-20,2024-01-22,89.82,mobile,0
P0008996,Google_Search,GG_Sports_Betting,CA,T1,2024-01-13,2024-01-18,53.12,tablet,0
P0131606,Google_Search,GG_Sports_Betting,NG,T3,2024-06-29,2024-07-04,35.62,mobile,0
P0104372,Google_Search,GG_Sports_Betting,IN,T3,2024-05-22,2024-05-26,10.93,mobile,0
P0049982,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-03-11,2024-03-13,56.3,mobile,0
P0065115,Facebook,FB_Sports_Banner,AU,T1,2024-03-31,2024-03-31,179.48,desktop,0
P0047809,Google_Search,GG_Slots_KW_Generic,DE,T1,2024-03-09,2024-03-10,40.68,mobile,0
P0071005,Google_Search,GG_Casino_KW_Brand,AU,T1,2024-04-09,2024-04-14,53.21,mobile,0
P0010142,Affiliate_SEO,SEO_BonusGuide_BR,PL,T2,2024-01-15,2024-01-17,34.26,desktop,0
P0131811,TikTok,TT_Sports_Short,IN,T3,2024-06-29,2024-06-29,16.05,mobile,0
P0096695,TikTok,TT_Sports_Short,PL,T2,2024-05-12,2024-05-13,45.95,mobile,0
P0080365,Google_Search,GG_Slots_KW_Generic,AU,T1,2024-04-19,2024-04-23,134.12,tablet,0
P0057087,Google_Search,GG_Sports_Betting,AU,T1,2024-03-21,2024-03-26,19.46,desktop,0
P0126376,Google_Search,GG_Sports_Betting,NG,T3,2024-06-21,2024-06-22,17.95,tablet,0
P0050408,Google_Search,GG_Slots_KW_Generic,NG,T3,2024-03-11,2024-03-13,8.03,desktop,0
P0058103,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,2024-03-22,2024-03-26,63.43,tablet,0
P0025059,Google_Search,GG_Sports_Betting,AU,T1,2024-02-06,2024-02-11,67.12,mobile,0
P0042042,Facebook,FB_Casino_CreativeA,NG,T3,2024-02-28,2024-03-03,22.95,desktop,0
P0106645,Google_Search,GG_Sports_Betting,BR,T2,2024-05-24,2024-05-26,55.97,tablet,0
P0087607,Google_Search,GG_Casino_KW_Brand,CA,T1,2024-04-29,2024-05-01,90.46,desktop,0
P0098042,Google_Search,GG_Sports_Betting,IN,T3,2024-05-13,2024-05-14,14.02,mobile,0
P0006873,Google_Search,GG_Slots_KW_Generic,CA,T1,2024-01-11,2024-01-12,49.53,desktop,0
P0062489,Google_Search,GG_Casino_KW_Brand,NG,T3,2024-03-26,2024-03-31,8.35,desktop,0
P0125884,Native_Ads,Native_Review_Article,BR,T2,2024-06-19,2024-06-21,17.17,mobile,0
P0041213,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-02-28,2024-03-03,138.11,desktop,0
P0097987,Google_Search,GG_Casino_KW_Brand,AU,T1,2024-05-13,2024-05-14,69.44,desktop,0
P0065993,Google_Search,GG_Slots_KW_Generic,BR,T2,2024-04-02,2024-04-06,34.61,mobile,0
P0105183,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-05-24,2024-05-24,102.5,mobile,0
P0132745,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,2024-06-28,2024-07-01,293.97,mobile,0
P0069608,Google_Search,GG_Casino_KW_Brand,CA,T1,2024-04-06,2024-04-06,112.9,desktop,0
P0096866,Facebook,FB_Sports_Banner,DE,T1,2024-05-12,2024-05-16,73.65,mobile,0
P0094581,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-05-08,2024-05-13,92.86,mobile,0
P0061030,TikTok,TT_Casino_UGC,NG,T3,2024-03-25,2024-03-28,8.46,tablet,0
P0021915,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,2024-02-01,2024-02-04,151.81,desktop,0
P0125318,Affiliate_SEO,SEO_BonusGuide_BR,BR,T2,2024-06-18,2024-06-22,20.28,desktop,0
P0094939,Google_Search,GG_Sports_Betting,PL,T2,2024-05-10,2024-05-14,41.69,tablet,0
P0085625,Push_Network,Push_iGaming_Broad,PL,T2,2024-04-26,2024-04-30,83.2,mobile,0
P0051484,Affiliate_SEO,SEO_CasinoReview_DE,BR,T2,2024-03-12,2024-03-12,53.55,desktop,0
P0087013,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-04-29,2024-05-03,163.24,tablet,0
P0019850,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-01-29,2024-02-03,183.0,tablet,0
P0082364,Facebook,FB_Casino_CreativeA,CA,T1,2024-04-22,2024-04-26,39.44,desktop,0
P0052458,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-03-12,2024-03-12,52.62,tablet,0
P0123581,Native_Ads,Native_Bonus_Landing,BR,T2,2024-06-16,2024-06-16,19.81,tablet,0
P0054324,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-03-17,2024-03-21,71.28,mobile,0
P0074317,Facebook,FB_Casino_CreativeA,IN,T3,2024-04-14,2024-04-14,15.26,tablet,0
P0049018,Affiliate_SEO,SEO_CasinoReview_DE,BR,T2,2024-03-08,2024-03-12,26.99,mobile,0
P0057067,Google_Search,GG_Sports_Betting,AU,T1,2024-03-19,2024-03-22,63.28,desktop,0
P0089508,Facebook,FB_Casino_CreativeA,DE,T1,2024-05-02,2024-05-05,100.14,tablet,0
P0000402,Google_Search,GG_Sports_Betting,IN,T3,2024-01-03,2024-01-04,6.08,desktop,0
P0009558,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-01-15,2024-01-18,47.31,mobile,0
P0032503,Google_Search,GG_Slots_KW_Generic,BR,T2,2024-02-16,2024-02-17,48.45,desktop,0
P0104100,Google_Search,GG_Slots_KW_Generic,BR,T2,2024-05-22,2024-05-22,26.36,desktop,0
P0057460,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-03-21,2024-03-24,101.09,mobile,0
P0043719,Google_Search,GG_Slots_KW_Generic,CA,T1,2024-03-02,2024-03-02,73.87,mobile,0
P0048290,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-03-08,2024-03-11,129.75,tablet,0
P0005958,Google_Search,GG_Casino_KW_Brand,DE,T1,2024-01-11,2024-01-12,188.08,desktop,0
P0111740,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-05-31,2024-06-03,87.15,desktop,0
P0050498,Google_Search,GG_Slots_KW_Generic,AU,T1,2024-03-11,2024-03-12,46.87,tablet,0
P0086115,Google_Search,GG_Slots_KW_Generic,PL,T2,2024-04-28,2024-04-28,47.56,desktop,0
P0032130,Affiliate_SEO,SEO_CasinoReview_DE,BR,T2,2024-02-16,2024-02-20,23.43,tablet,0
P0046798,Push_Network,Push_Casino_Retarget,IN,T3,2024-03-05,2024-03-09,14.02,desktop,0
P0112677,Google_Search,GG_Casino_KW_Brand,CA,T1,2024-06-01,2024-06-06,24.96,desktop,0
P0083332,Google_Search,GG_Sports_Betting,NG,T3,2024-04-25,2024-04-28,20.97,mobile,0
P0029650,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-02-12,2024-02-13,208.73,mobile,0
P0124642,Google_Search,GG_Casino_KW_Brand,AU,T1,2024-06-18,2024-06-18,19.57,mobile,0
P0092554,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-05-07,2024-05-08,41.16,mobile,0
P0067032,Google_Search,GG_Sports_Betting,NG,T3,2024-04-01,2024-04-03,36.74,tablet,0
P0048245,TikTok,TT_Sports_Short,AU,T1,2024-03-08,2024-03-13,69.29,tablet,0
P0108935,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-05-28,2024-05-31,30.63,tablet,0
P0042977,Google_Search,GG_Casino_KW_Brand,DE,T1,2024-03-02,2024-03-02,28.09,desktop,0
P0071762,Google_Search,GG_Sports_Betting,PL,T2,2024-04-09,2024-04-12,137.46,desktop,0
P0025325,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,2024-02-05,2024-02-09,160.28,tablet,0
P0080962,Google_Search,GG_Casino_KW_Brand,NG,T3,2024-04-20,2024-04-23,11.68,mobile,0
P0071595,Facebook,FB_Casino_CreativeA,AU,T1,2024-04-09,2024-04-13,254.67,tablet,0
P0056377,Google_Search,GG_Slots_KW_Generic,IN,T3,2024-03-19,2024-03-19,15.29,tablet,0
P0095906,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-05-12,2024-05-15,53.34,desktop,0
P0080182,Google_Search,GG_Casino_KW_Brand,DE,T1,2024-04-21,2024-04-21,61.48,desktop,0
P0122680,Google_Search,GG_Sports_Betting,CA,T1,2024-06-15,2024-06-15,88.06,mobile,0
P0001791,Google_Search,GG_Casino_KW_Brand,IN,T3,2024-01-03,2024-01-07,9.06,tablet,0
P0117738,Google_Search,GG_Slots_KW_Generic,PL,T2,2024-06-10,2024-06-10,33.72,desktop,0
P0043356,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,2024-02-29,2024-03-02,167.05,mobile,0
P0080041,Facebook,FB_Casino_CreativeA,PL,T2,2024-04-20,2024-04-23,52.47,desktop,0
P0131602,Google_Search,GG_Sports_Betting,NG,T3,2024-06-29,2024-07-02,7.54,tablet,0
P0100564,Affiliate_SEO,SEO_BonusGuide_BR,BR,T2,2024-05-16,2024-05-21,31.87,tablet,0
P0116328,Facebook,FB_Sports_Banner,NG,T3,2024-06-07,2024-06-07,29.11,mobile,0
P0051217,Google_Search,GG_Casino_KW_Brand,AU,T1,2024-03-12,2024-03-16,120.24,mobile,0
P0121464,Native_Ads,Native_Bonus_Landing,IN,T3,2024-06-15,2024-06-18,21.42,mobile,0
P0109529,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,2024-05-29,2024-05-30,107.71,mobile,0
P0119363,Google_Search,GG_Sports_Betting,IN,T3,2024-06-10,2024-06-15,9.64,tablet,0
P0005179,Google_Search,GG_Slots_KW_Generic,BR,T2,2024-01-09,2024-01-13,26.26,desktop,0
P0102181,Facebook,FB_Casino_CreativeA,BR,T2,2024-05-20,2024-05-20,29.63,mobile,0
P0041126,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-02-26,2024-02-27,20.01,tablet,0
P0115515,Affiliate_SEO,SEO_CasinoReview_DE,NG,T3,2024-06-04,2024-06-04,7.05,tablet,0
P0127084,Facebook,FB_Casino_CreativeA,CA,T1,2024-06-23,2024-06-26,79.06,desktop,0
P0099182,Facebook,FB_Casino_CreativeA,NG,T3,2024-05-15,2024-05-16,12.54,tablet,0
P0094131,Google_Search,GG_Slots_KW_Generic,NG,T3,2024-05-10,2024-05-15,13.74,tablet,0
P0005833,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-01-08,2024-01-09,43.57,tablet,0
P0051818,Google_Search,GG_Casino_KW_Brand,DE,T1,2024-03-12,2024-03-13,124.65,mobile,0
P0052002,Google_Search,GG_Sports_Betting,NG,T3,2024-03-13,2024-03-13,23.6,tablet,0
P0081614,Google_Search,GG_Slots_KW_Generic,DE,T1,2024-04-21,2024-04-24,54.16,desktop,0
P0016867,Google_Search,GG_Slots_KW_Generic,BR,T2,2024-01-26,2024-01-26,83.25,tablet,0
P0012157,Google_Search,GG_Slots_KW_Generic,IN,T3,2024-01-18,2024-01-23,28.9,tablet,0
P0085198,Facebook,FB_Casino_CreativeA,PL,T2,2024-04-27,2024-04-27,25.67,mobile,0
P0126314,Google_Search,GG_Sports_Betting,NG,T3,2024-06-20,2024-06-20,23.96,tablet,0
P0086529,Facebook,FB_Sports_Banner,DE,T1,2024-04-30,2024-05-01,81.52,desktop,0
P0078586,Facebook,FB_Casino_CreativeA,BR,T2,2024-04-17,2024-04-22,23.39,desktop,0
P0098303,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-05-14,2024-05-14,59.61,desktop,0
P0130322,Google_Search,GG_Sports_Betting,PL,T2,2024-06-26,2024-06-28,11.78,mobile,0
P0113810,Google_Search,GG_Slots_KW_Generic,CA,T1,2024-06-02,2024-06-06,139.91,mobile,0
P0109922,Google_Search,GG_Sports_Betting,NG,T3,2024-05-28,2024-05-28,8.7,desktop,0
P0020416,Native_Ads,Native_Review_Article,IN,T3,2024-01-29,2024-02-01,10.44,desktop,0
P0049370,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-03-10,2024-03-11,30.05,tablet,0
P0089998,Native_Ads,Native_Review_Article,BR,T2,2024-05-03,2024-05-07,45.09,tablet,0
P0076728,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-04-17,2024-04-22,58.43,mobile,0
P0005468,Google_Search,GG_Sports_Betting,CA,T1,2024-01-09,2024-01-09,92.05,tablet,0
P0020300,Google_Search,GG_Slots_KW_Generic,IN,T3,2024-01-28,2024-02-01,17.77,tablet,0
P0076521,Facebook,FB_Sports_Banner,BR,T2,2024-04-17,2024-04-20,51.55,tablet,0
P0118403,Google_Search,GG_Casino_KW_Brand,PL,T2,2024-06-09,2024-06-09,68.59,mobile,0
P0028623,Native_Ads,Native_Review_Article,AU,T1,2024-02-09,2024-02-10,110.52,tablet,0
P0126505,Google_Search,GG_Casino_KW_Brand,AU,T1,2024-06-21,2024-06-22,121.47,desktop,0
P0117561,Facebook,FB_Sports_Banner,PL,T2,2024-06-10,2024-06-15,26.94,desktop,1
P0004197,Facebook,FB_Casino_CreativeA,BR,T2,2024-01-08,2024-01-11,40.91,desktop,0
P0010117,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-01-16,2024-01-19,62.31,tablet,0
P0110237,Affiliate_SEO,SEO_CasinoReview_DE,BR,T2,2024-05-28,2024-06-01,68.93,mobile,0
P0010694,Push_Network,Push_Casino_Retarget,NG,T3,2024-01-15,2024-01-17,17.09,mobile,1
P0092861,Google_Search,GG_Casino_KW_Brand,CA,T1,2024-05-07,2024-05-11,237.37,tablet,0
P0057163,Google_Search,GG_Sports_Betting,AU,T1,2024-03-21,2024-03-26,29.78,tablet,0
P0047354,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-03-07,2024-03-12,92.92,tablet,0
P0129276,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-06-23,2024-06-28,92.71,tablet,0
P0074947,Facebook,FB_Slots_Video,AU,T1,2024-04-15,2024-04-15,39.83,mobile,0
P0076347,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-04-16,2024-04-18,146.27,mobile,0
P0127679,Facebook,FB_Casino_CreativeA,CA,T1,2024-06-23,2024-06-27,78.93,desktop,0
P0018844,Google_Search,GG_Sports_Betting,AU,T1,2024-01-27,2024-01-27,65.78,desktop,0
P0063225,Google_Search,GG_Casino_KW_Brand,PL,T2,2024-03-28,2024-03-31,72.33,desktop,0
P0076941,Google_Search,GG_Casino_KW_Brand,IN,T3,2024-04-17,2024-04-19,19.71,tablet,0
P0032653,Google_Search,GG_Sports_Betting,AU,T1,2024-02-16,2024-02-20,71.11,tablet,0
P0027449,Facebook,FB_Sports_Banner,PL,T2,2024-02-08,2024-02-08,43.18,tablet,0
P0088638,Facebook,FB_Casino_CreativeA,BR,T2,2024-05-03,2024-05-03,110.15,desktop,0
P0074434,Google_Search,GG_Casino_KW_Brand,PL,T2,2024-04-14,2024-04-16,32.7,mobile,0
P0121303,Google_Search,GG_Slots_KW_Generic,PL,T2,2024-06-14,2024-06-15,19.17,desktop,0
P0091512,Google_Search,GG_Sports_Betting,AU,T1,2024-05-04,2024-05-04,104.07,desktop,0
P0101916,Push_Network,Push_iGaming_Broad,CA,T1,2024-05-19,2024-05-20,157.54,desktop,1
P0084764,Google_Search,GG_Slots_KW_Generic,NG,T3,2024-04-27,2024-05-01,9.78,tablet,0
P0017766,Google_Search,GG_Slots_KW_Generic,DE,T1,2024-01-26,2024-01-30,85.27,desktop,0
P0075468,Google_Search,GG_Sports_Betting,AU,T1,2024-04-14,2024-04-17,57.62,desktop,0
P0048035,Google_Search,GG_Slots_KW_Generic,CA,T1,2024-03-07,2024-03-07,113.88,mobile,0
P0097029,Google_Search,GG_Sports_Betting,PL,T2,2024-05-14,2024-05-15,64.78,mobile,0
P0094623,Facebook,FB_Slots_Video,DE,T1,2024-05-11,2024-05-12,105.4,mobile,0
P0039904,Google_Search,GG_Slots_KW_Generic,DE,T1,2024-02-26,2024-02-29,47.61,desktop,0
P0108671,Facebook,FB_Sports_Banner,BR,T2,2024-05-29,2024-05-30,17.44,tablet,0
P0014232,Google_Search,GG_Sports_Betting,NG,T3,2024-01-20,2024-01-25,14.89,tablet,0
P0034292,Native_Ads,Native_Review_Article,AU,T1,2024-02-18,2024-02-23,38.92,mobile,0
P0125890,Native_Ads,Native_Review_Article,PL,T2,2024-06-20,2024-06-21,68.09,tablet,0
P0014122,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-01-22,2024-01-26,31.56,tablet,0
P0099350,Google_Search,GG_Sports_Betting,BR,T2,2024-05-16,2024-05-21,18.75,tablet,0
P0111525,Google_Search,GG_Casino_KW_Brand,IN,T3,2024-05-30,2024-06-01,14.08,mobile,0
P0014121,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-01-20,2024-01-24,19.04,tablet,0
P0067624,Google_Search,GG_Slots_KW_Generic,BR,T2,2024-04-04,2024-04-08,39.51,mobile,0
P0059009,Google_Search,GG_Casino_KW_Brand,PL,T2,2024-03-23,2024-03-28,45.31,mobile,0
P0087309,Facebook,FB_Slots_Video,CA,T1,2024-05-01,2024-05-03,41.72,tablet,0
P0119014,Facebook,FB_Slots_Video,AU,T1,2024-06-10,2024-06-14,32.43,mobile,0
P0122118,TikTok,TT_Casino_UGC,CA,T1,2024-06-16,2024-06-16,84.89,mobile,0
P0020308,Google_Search,GG_Slots_KW_Generic,IN,T3,2024-01-28,2024-02-01,30.08,desktop,0
P0113956,Push_Network,Push_Casino_Retarget,NG,T3,2024-06-03,2024-06-07,20.2,mobile,0
P0114406,Facebook,FB_Sports_Banner,IN,T3,2024-06-03,2024-06-08,13.23,desktop,0
P0108171,Google_Search,GG_Casino_KW_Brand,IN,T3,2024-05-26,2024-05-27,6.78,tablet,0
P0032201,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,2024-02-15,2024-02-20,79.14,desktop,0
P0055275,Facebook,FB_Casino_CreativeA,NG,T3,2024-03-17,2024-03-19,13.83,tablet,0
P0059780,Google_Search,GG_Sports_Betting,CA,T1,2024-03-25,2024-03-25,118.72,tablet,0
P0116511,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-06-08,2024-06-12,52.07,tablet,0
P0131045,Google_Search,GG_Sports_Betting,NG,T3,2024-06-27,2024-06-29,18.64,mobile,0
P0073752,Google_Search,GG_Slots_KW_Generic,AU,T1,2024-04-11,2024-04-11,65.79,desktop,0
P0002789,Facebook,FB_Sports_Banner,NG,T3,2024-01-06,2024-01-08,12.27,desktop,0
P0035944,TikTok,TT_Casino_UGC,NG,T3,2024-02-19,2024-02-22,25.28,desktop,0
P0046287,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,2024-03-06,2024-03-06,86.12,tablet,0
P0075535,Native_Ads,Native_Review_Article,DE,T1,2024-04-14,2024-04-19,71.08,tablet,0
P0006793,Google_Search,GG_Slots_KW_Generic,DE,T1,2024-01-10,2024-01-13,158.51,desktop,0
P0005875,Facebook,FB_Sports_Banner,DE,T1,2024-01-10,2024-01-13,72.14,mobile,0
P0026164,Facebook,FB_Sports_Banner,CA,T1,2024-02-08,2024-02-09,94.65,tablet,0
P0073172,Google_Search,GG_Slots_KW_Generic,NG,T3,2024-04-10,2024-04-15,22.36,desktop,0
P0052188,Native_Ads,Native_Review_Article,PL,T2,2024-03-14,2024-03-14,32.53,tablet,0
P0051369,TikTok,TT_Casino_UGC,BR,T2,2024-03-13,2024-03-13,35.85,tablet,0
P0124093,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-06-16,2024-06-19,107.74,tablet,0
P0041218,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-02-27,2024-02-28,105.61,tablet,0
P0070402,Affiliate_SEO,SEO_CasinoReview_DE,DE,T1,2024-04-08,2024-04-10,105.57,mobile,0
P0032491,Google_Search,GG_Casino_KW_Brand,DE,T1,2024-02-16,2024-02-19,84.6,desktop,0
P0023896,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-02-02,2024-02-05,194.81,desktop,0
P0052587,Facebook,FB_Casino_CreativeA,CA,T1,2024-03-13,2024-03-15,39.9,desktop,0
P0076054,Google_Search,GG_Slots_KW_Generic,PL,T2,2024-04-15,2024-04-18,17.32,tablet,1
P0025292,Affiliate_SEO,SEO_BonusGuide_BR,BR,T2,2024-02-05,2024-02-05,16.51,mobile,0
P0111629,TikTok,TT_Casino_UGC,PL,T2,2024-05-31,2024-06-01,90.1,mobile,0
P0118884,Facebook,FB_Sports_Banner,DE,T1,2024-06-11,2024-06-11,68.06,desktop,0
P0123912,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,2024-06-17,2024-06-17,102.63,mobile,0
P0049143,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,2024-03-08,2024-03-08,92.23,mobile,0
P0015728,Google_Search,GG_Casino_KW_Brand,PL,T2,2024-01-24,2024-01-25,58.84,tablet,0
P0101883,Google_Search,GG_Slots_KW_Generic,AU,T1,2024-05-18,2024-05-19,89.3,mobile,0
P0033092,Facebook,FB_Sports_Banner,DE,T1,2024-02-18,2024-02-22,76.33,mobile,0
P0115533,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,2024-06-04,2024-06-08,46.67,tablet,0
P0097599,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-05-14,2024-05-15,49.33,mobile,0
P0109927,Google_Search,GG_Sports_Betting,NG,T3,2024-05-29,2024-05-30,20.48,desktop,0
P0055364,Google_Search,GG_Slots_KW_Generic,DE,T1,2024-03-17,2024-03-19,143.3,mobile,0
P0073497,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-04-11,2024-04-11,61.6,tablet,0
P0090555,Google_Search,GG_Casino_KW_Brand,IN,T3,2024-05-05,2024-05-10,23.7,mobile,0
P0071394,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-04-07,2024-04-09,81.71,tablet,0
P0030964,Affiliate_SEO,SEO_BonusGuide_BR,PL,T2,2024-02-14,2024-02-19,34.53,tablet,0
P0104159,Google_Search,GG_Casino_KW_Brand,NG,T3,2024-05-21,2024-05-24,7.01,mobile,0
P0117842,Google_Search,GG_Casino_KW_Brand,AU,T1,2024-06-09,2024-06-13,50.97,mobile,0
P0125740,Google_Search,GG_Sports_Betting,CA,T1,2024-06-19,2024-06-19,98.04,mobile,0
P0105609,Google_Search,GG_Casino_KW_Brand,DE,T1,2024-05-23,2024-05-26,92.24,tablet,0
P0069989,Facebook,FB_Slots_Video,AU,T1,2024-04-08,2024-04-11,74.8,tablet,0
P0052178,Native_Ads,Native_Bonus_Landing,DE,T1,2024-03-14,2024-03-15,27.31,mobile,0
P0075062,Google_Search,GG_Sports_Betting,DE,T1,2024-04-13,2024-04-17,86.36,desktop,0
P0054993,Native_Ads,Native_Bonus_Landing,IN,T3,2024-03-17,2024-03-21,8.76,desktop,0
P0053126,Affiliate_SEO,SEO_BonusGuide_BR,PL,T2,2024-03-15,2024-03-15,45.39,mobile,0
P0129801,Google_Search,GG_Slots_KW_Generic,IN,T3,2024-06-25,2024-06-29,8.61,mobile,0
P0081088,Google_Search,GG_Sports_Betting,AU,T1,2024-04-20,2024-04-24,41.2,desktop,0
P0131317,Affiliate_SEO,SEO_BonusGuide_BR,CA,T1,2024-06-28,2024-07-02,140.51,mobile,0
P0054269,Affiliate_SEO,SEO_CasinoReview_DE,BR,T2,2024-03-17,2024-03-17,42.59,tablet,0
P0020993,Google_Search,GG_Casino_KW_Brand,AU,T1,2024-01-29,2024-02-02,59.9,mobile,0
P0099107,Affiliate_SEO,SEO_BonusGuide_BR,AU,T1,2024-05-15,2024-05-15,59.88,desktop,0
P0096679,TikTok,TT_Casino_UGC,BR,T2,2024-05-13,2024-05-14,36.1,mobile,0
P0105238,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,2024-05-22,2024-05-22,60.51,mobile,0
P0099744,Affiliate_SEO,SEO_BonusGuide_BR,DE,T1,2024-05-16,2024-05-16,43.37,tablet,0
P0017328,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,2024-01-24,2024-01-24,69.49,tablet,0
P0039742,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-02-24,2024-02-27,60.52,desktop,0
P0043985,Affiliate_SEO,SEO_CasinoReview_DE,CA,T1,2024-03-03,2024-03-04,369.11,tablet,0
P0114176,Affiliate_SEO,SEO_BonusGuide_BR,PL,T2,2024-06-03,2024-06-05,69.86,tablet,0
P0068913,Google_Search,GG_Casino_KW_Brand,BR,T2,2024-04-06,2024-04-08,71.1,desktop,0
P0029773,Affiliate_SEO,SEO_CasinoReview_DE,AU,T1,2024-02-11,2024-02-13,73.08,desktop,0
P0008287,Google_Search,GG_Slots_KW_Generic,IN,T3,2024-01-13,2024-01-13,13.16,tablet,0
P0074996,Google_Search,GG_Sports_Betting,DE,T1,2024-04-13,2024-04-14,135.88,tablet,0
P0095238,Native_Ads,Native_Review_Article,BR,T2,2024-05-10,2024-05-11,20.58,desktop,0
