month,geo,tier,source,impressions,clicks,spend,registrations,ftd,ngr,fraud_clicks,approval_rate,ctr,cpc,cpa,c2r,r2d,roi_pct,roas,fraud_rate
2024-05,BR,T2,Affiliate_SEO,291222,5350,0.0,1058,358,16248.82,98,0.98,0.0184,0.0,0.0,0.1978,0.3384,,,0.0183
2024-05,BR,T2,Facebook,822022,29665,2636.29,2769,610,18000.71,809,0.969,0.0361,0.089,4.32,0.0933,0.2203,582.8,6.828,0.0273
2024-05,BR,T2,Google_Search,976298,35560,8081.83,5175,1604,64876.119999999995,351,0.99,0.0364,0.227,5.04,0.1455,0.31,702.7,8.027,0.0099
2024-05,BR,T2,Native_Ads,858757,18123,1508.6,1282,238,5671.4,1106,0.94,0.0211,0.083,6.34,0.0707,0.1856,275.9,3.759,0.061
2024-05,BR,T2,Push_Network,965144,20378,536.0,733,79,1061.3400000000001,2787,0.863,0.0211,0.026,6.78,0.036,0.1078,98.0,1.98,0.1368
2024-05,BR,T2,TikTok,952292,19626,1962.3600000000001,1164,176,3697.98,1709,0.919,0.0206,0.1,11.15,0.0593,0.1512,88.4,1.884,0.0871
2024-05,CA,T1,Affiliate_SEO,826295,16596,0.0,3487,1245,143527.83,306,0.98,0.0201,0.0,0.0,0.2101,0.357,,,0.0184
2024-05,CA,T1,Facebook,956525,35152,8377.53,3093,734,54943.41,1068,0.972,0.0367,0.238,11.41,0.088,0.2373,555.8,6.558,0.0304
2024-05,CA,T1,Google_Search,987565,33138,23733.45,5137,1500,145609.0,308,0.99,0.0336,0.716,15.82,0.155,0.292,513.5,6.135,0.0093
2024-05,CA,T1,Native_Ads,871114,17796,4367.13,1273,228,13371.85,1102,0.939,0.0204,0.245,19.15,0.0715,0.1791,206.2,3.062,0.0619
2024-05,CA,T1,Push_Network,887032,16272,1428.8,613,63,1911.08,2355,0.864,0.0183,0.088,22.68,0.0377,0.1028,33.8,1.338,0.1447
2024-05,CA,T1,TikTok,1123044,24135,6900.47,1429,202,8492.92,2018,0.919,0.0215,0.286,34.16,0.0592,0.1414,23.1,1.231,0.0836
2024-05,DE,T1,Affiliate_SEO,1112461,20784,0.0,4706,1777,217283.62,406,0.98,0.0187,0.0,0.0,0.2264,0.3776,,,0.0195
2024-05,DE,T1,Facebook,964194,34454,9452.2,2933,738,58681.200000000004,1022,0.97,0.0357,0.274,12.81,0.0851,0.2516,520.8,6.208,0.0297
2024-05,DE,T1,Google_Search,777350,27684,20266.65,4138,1218,128871.29,239,0.99,0.0356,0.732,16.64,0.1495,0.2943,535.9,6.359,0.0086
2024-05,DE,T1,Native_Ads,754392,13811,4259.11,986,190,12546.880000000001,854,0.94,0.0183,0.308,22.42,0.0714,0.1927,194.6,2.946,0.0618
2024-05,DE,T1,Push_Network,752829,15360,1344.69,640,63,2039.01,1997,0.862,0.0204,0.088,21.34,0.0417,0.0984,51.6,1.516,0.13
2024-05,DE,T1,TikTok,899210,17987,6087.94,1049,152,7718.16,1462,0.917,0.02,0.338,40.05,0.0583,0.1449,26.8,1.268,0.0813
2024-05,IN,T3,Affiliate_SEO,152233,2998,0.0,628,202,3686.96,43,0.98,0.0197,0.0,0.0,0.2095,0.3217,,,0.0143
2024-05,IN,T3,Facebook,847150,31575,1155.57,2697,644,8658.31,1001,0.97,0.0373,0.037,1.79,0.0854,0.2388,649.3,7.493,0.0317
2024-05,IN,T3,Google_Search,797910,27532,2835.7,4234,1343,24771.46,266,0.989,0.0345,0.103,2.11,0.1538,0.3172,773.6,8.736,0.0097
2024-05,IN,T3,Native_Ads,751676,16032,565.5600000000001,1131,219,2506.72,907,0.941,0.0213,0.035,2.58,0.0705,0.1936,343.2,4.432,0.0566
2024-05,IN,T3,Push_Network,747028,12343,173.67000000000002,462,34,254.60999999999999,1487,0.863,0.0165,0.014,5.11,0.0374,0.0736,46.6,1.466,0.1205
2024-05,IN,T3,TikTok,905325,16244,805.47,879,116,778.9300000000001,1261,0.917,0.0179,0.05,6.94,0.0541,0.132,-3.3,0.967,0.0776
2024-05,NG,T3,Affiliate_SEO,86808,1779,0.0,416,132,2187.73,22,0.98,0.0205,0.0,0.0,0.2338,0.3173,,,0.0124
2024-05,NG,T3,Facebook,796152,29120,707.87,2747,612,7560.63,808,0.97,0.0366,0.024,1.16,0.0943,0.2228,968.1,10.681,0.0277
2024-05,NG,T3,Google_Search,1073918,33878,2505.3,5166,1416,19960.54,354,0.99,0.0315,0.074,1.77,0.1525,0.2741,696.7,7.967,0.0104
2024-05,NG,T3,Native_Ads,908299,18129,447.09000000000003,1219,221,2911.7,1111,0.942,0.02,0.025,2.02,0.0672,0.1813,551.3,6.513,0.0613
2024-05,NG,T3,Push_Network,800166,16633,128.1,651,62,328.17,2237,0.858,0.0208,0.008,2.07,0.0391,0.0952,156.2,2.562,0.1345
2024-05,NG,T3,TikTok,979451,17632,579.21,1027,139,1184.21,1356,0.917,0.018,0.033,4.17,0.0582,0.1353,104.5,2.045,0.0769
2024-05,PL,T2,Affiliate_SEO,560227,10649,0.0,2241,801,50575.35,186,0.979,0.019,0.0,0.0,0.2104,0.3574,,,0.0175
2024-05,PL,T2,Facebook,843766,30713,3461.58,2682,647,26396.71,967,0.97,0.0364,0.113,5.35,0.0873,0.2412,662.6,7.626,0.0315
2024-05,PL,T2,Google_Search,993853,35370,10870.53,5671,1718,90904.45999999999,359,0.99,0.0356,0.307,6.33,0.1603,0.3029,736.2,8.362,0.0101
2024-05,PL,T2,Native_Ads,824758,17829,1808.58,1146,198,6396.57,1153,0.941,0.0216,0.101,9.13,0.0643,0.1728,253.7,3.537,0.0647
2024-05,PL,T2,Push_Network,915273,19755,666.06,803,87,1542.78,2620,0.857,0.0216,0.034,7.66,0.0406,0.1083,131.6,2.316,0.1326
2024-05,PL,T2,TikTok,861085,17546,2363.01,1099,157,3587.33,1379,0.922,0.0204,0.135,15.05,0.0626,0.1429,51.8,1.518,0.0786
2024-06,AU,T1,Affiliate_SEO,944582,18291,0.0,4065,1444,161876.78,372,0.98,0.0194,0.0,0.0,0.2222,0.3552,,,0.0203
2024-06,AU,T1,Facebook,763843,28729,6269.4,2765,637,46623.869999999995,887,0.97,0.0376,0.218,9.84,0.0962,0.2304,643.7,7.437,0.0309
2024-06,AU,T1,Google_Search,906376,31775,19980.29,4768,1460,139371.35,304,0.99,0.0351,0.629,13.69,0.1501,0.3062,597.5,6.975,0.0096
2024-06,AU,T1,Native_Ads,810599,17544,3823.28,1246,238,14086.2,1047,0.94,0.0216,0.218,16.06,0.071,0.191,268.4,3.684,0.0597
2024-06,AU,T1,Push_Network,873274,18357,1305.05,710,72,2457.49,2510,0.861,0.021,0.071,18.13,0.0387,0.1014,88.3,1.883,0.1367
2024-06,AU,T1,TikTok,719484,14287,4127.04,861,121,5668.88,1004,0.922,0.0199,0.289,34.11,0.0603,0.1405,37.4,1.374,0.0703
2024-06,BR,T2,Affiliate_SEO,310604,5622,0.0,1212,455,22745.18,105,0.98,0.0181,0.0,0.0,0.2156,0.3754,,,0.0187
2024-06,BR,T2,Facebook,1026176,32250,3346.75,2973,699,19908.670000000002,929,0.97,0.0314,0.104,4.79,0.0922,0.2351,494.9,5.949,0.0288
2024-06,BR,T2,Google_Search,845242,28189,7169.78,4135,1215,47403.31,296,0.99,0.0334,0.254,5.9,0.1467,0.2938,561.2,6.612,0.0105
2024-06,BR,T2,Native_Ads,797302,16016,1385.79,1054,199,5795.61,937,0.941,0.0201,0.087,6.96,0.0658,0.1888,318.2,4.182,0.0585
2024-06,BR,T2,Push_Network,888176,17091,514.22,698,69,1020.37,2385,0.859,0.0192,0.03,7.45,0.0408,0.0989,98.4,1.984,0.1395
2024-06,BR,T2,TikTok,809581,16839,1684.23,1035,156,2745.54,1182,0.917,0.0208,0.1,10.8,0.0615,0.1507,63.0,1.63,0.0702
2024-06,CA,T1,Affiliate_SEO,858253,19087,0.0,3978,1260,145532.19,399,0.981,0.0222,0.0,0.0,0.2084,0.3167,,,0.0209
2024-06,CA,T1,Facebook,841934,29923,7537.73,2616,657,50345.85,826,0.969,0.0355,0.252,11.47,0.0874,0.2511,567.9,6.679,0.0276
2024-06,CA,T1,Google_Search,922550,28638,22400.420000000002,4157,1218,121637.62,260,0.99,0.031,0.782,18.39,0.1452,0.293,443.0,5.43,0.0091
2024-06,CA,T1,Native_Ads,773207,13598,3866.33,993,195,12168.56,857,0.941,0.0176,0.284,19.83,0.073,0.1964,214.7,3.147,0.063
2024-06,CA,T1,Push_Network,894381,17007,1429.7,645,60,2001.29,2397,0.857,0.019,0.084,23.83,0.0379,0.093,40.0,1.4,0.1409
2024-06,CA,T1,TikTok,849437,18194,4986.54,1052,161,6735.67,1308,0.918,0.0214,0.274,30.97,0.0578,0.153,35.1,1.351,0.0719
2024-06,DE,T1,Affiliate_SEO,1022337,19347,0.0,4272,1495,181530.93,375,0.98,0.0189,0.0,0.0,0.2208,0.35,,,0.0194
2024-06,DE,T1,Facebook,814686,31181,8208.63,2787,648,50313.1,833,0.971,0.0383,0.263,12.67,0.0894,0.2325,512.9,6.129,0.0267
2024-06,DE,T1,Google_Search,855221,28964,22220.21,4392,1247,130125.92,274,0.99,0.0339,0.767,17.82,0.1516,0.2839,485.6,5.856,0.0095
2024-06,DE,T1,Native_Ads,879284,18639,4769.37,1277,257,17524.59,1109,0.94,0.0212,0.256,18.56,0.0685,0.2013,267.4,3.674,0.0595
2024-06,DE,T1,Push_Network,907327,16252,1600.16,652,66,2118.28,2345,0.858,0.0179,0.098,24.24,0.0401,0.1012,32.4,1.324,0.1443
2024-06,DE,T1,TikTok,750663,15050,4794.92,928,127,6118.12,1252,0.919,0.02,0.319,37.76,0.0617,0.1369,27.6,1.276,0.0832
2024-06,IN,T3,Affiliate_SEO,142220,2806,0.0,608,200,4198.74,39,0.98,0.0197,0.0,0.0,0.2167,0.3289,,,0.0139
2024-06,IN,T3,Facebook,835002,29396,1156.05,2621,608,9595.26,817,0.97,0.0352,0.039,1.9,0.0892,0.232,730.0,8.3,0.0278
2024-06,IN,T3,Google_Search,770769,27088,2794.93,4444,1295,24252.04,276,0.99,0.0351,0.103,2.16,0.1641,0.2914,767.7,8.677,0.0102
2024-06,IN,T3,Native_Ads,806757,16165,616.47,1107,212,3596.52,981,0.94,0.02,0.038,2.91,0.0685,0.1915,483.4,5.834,0.0607
2024-06,IN,T3,Push_Network,874001,15384,215.42,653,71,686.35,2209,0.859,0.0176,0.014,3.03,0.0424,0.1087,218.6,3.186,0.1436
2024-06,IN,T3,TikTok,950746,17693,827.5,1108,150,1344.99,1465,0.919,0.0186,0.047,5.52,0.0626,0.1354,62.5,1.625,0.0828
2024-06,NG,T3,Affiliate_SEO,73779,1317,0.0,273,79,1544.24,11,0.979,0.0179,0.0,0.0,0.2073,0.2894,,,0.0084
2024-06,NG,T3,Facebook,749142,26714,662.75,2470,558,6728.0,714,0.97,0.0357,0.025,1.19,0.0925,0.2259,915.2,10.152,0.0267
2024-06,NG,T3,Google_Search,753330,26216,1852.12,3767,1073,16278.57,251,0.99,0.0348,0.071,1.73,0.1437,0.2848,778.9,8.789,0.0096
2024-06,NG,T3,Native_Ads,856751,16278,433.78,1044,185,1823.49,967,0.939,0.019,0.027,2.34,0.0641,0.1772,320.4,4.204,0.0594
2024-06,NG,T3,Push_Network,787129,15787,124.48,609,56,392.93,2267,0.86,0.0201,0.008,2.22,0.0386,0.092,215.7,3.157,0.1436
2024-06,NG,T3,TikTok,830352,17893,484.26,1066,162,1007.65,1208,0.92,0.0215,0.027,2.99,0.0596,0.152,108.1,2.081,0.0675
2024-06,PL,T2,Affiliate_SEO,420760,8161,0.0,1836,594,37517.1,159,0.98,0.0194,0.0,0.0,0.225,0.3235,,,0.0195
2024-06,PL,T2,Facebook,765550,26463,3112.18,2337,563,22415.43,759,0.97,0.0346,0.118,5.53,0.0883,0.2409,620.2,7.202,0.0287
2024-06,PL,T2,Google_Search,868411,32272,9601.56,4930,1429,71153.48,300,0.99,0.0372,0.298,6.72,0.1528,0.2899,641.1,7.411,0.0093
2024-06,PL,T2,Native_Ads,683024,13699,1492.55,995,206,6346.29,814,0.941,0.0201,0.109,7.25,0.0726,0.207,325.2,4.252,0.0594
2024-06,PL,T2,Push_Network,792197,16061,573.85,619,55,1154.42,1951,0.864,0.0203,0.036,10.43,0.0385,0.0889,101.2,2.012,0.1215
2024-06,PL,T2,TikTok,704442,15029,1901.56,917,130,3102.93,1146,0.92,0.0213,0.127,14.63,0.061,0.1418,63.2,1.632,0.0763
