date,source,geo,clicks,registrations,ftd,ctr,c2r,fraud_rate,approval_rate,r2d,alert_type,is_anomaly
2024-02-12,Google_Search,BR,1054,126,25,0.0324,0.1195,0.0066,0.992,0.1984,NORMAL,0
2024-02-12,Google_Search,CA,1079,155,42,0.0382,0.1437,0.0093,0.991,0.271,NORMAL,0
2024-02-12,Google_Search,DE,1361,223,69,0.0489,0.1639,0.0132,0.989,0.3094,NORMAL,0
2024-02-12,Google_Search,IN,479,78,21,0.0334,0.1628,0.0125,0.989,0.2692,NORMAL,0
2024-02-12,Google_Search,NG,1451,160,50,0.0468,0.1103,0.0083,0.989,0.3125,NORMAL,0
2024-02-12,Google_Search,PL,706,119,30,0.0289,0.1686,0.0127,0.991,0.2521,NORMAL,0
2024-02-12,Native_Ads,AU,303,31,7,0.0172,0.1023,0.0792,0.935,0.2258,NORMAL,0
2024-02-12,Native_Ads,BR,80,4,0,0.0081,0.05,0.0875,0.935,0.0,NORMAL,0
2024-02-12,Native_Ads,CA,1379,62,13,0.0233,0.045,0.0624,0.93,0.2097,NORMAL,0
2024-02-12,Native_Ads,DE,386,31,4,0.0205,0.0803,0.0829,0.951,0.129,NORMAL,0
2024-02-12,Native_Ads,IN,143,7,1,0.0094,0.049,0.0629,0.94,0.1429,NORMAL,0
2024-02-12,Native_Ads,NG,191,15,3,0.0123,0.0785,0.0576,0.93,0.2,NORMAL,0
2024-02-12,Native_Ads,PL,337,20,4,0.014,0.0593,0.0831,0.934,0.2,NORMAL,0
2024-02-12,Push_Network,AU,435,19,2,0.0151,0.0437,0.154,0.878,0.1053,HIGH_FRAUD_RATE,1
2024-02-12,Push_Network,BR,267,7,0,0.0135,0.0262,0.1161,0.883,0.0,HIGH_FRAUD_RATE,1
2024-02-12,Push_Network,CA,330,14,2,0.0215,0.0424,0.0879,0.861,0.1429,NORMAL,0
2024-02-12,Push_Network,DE,593,27,2,0.0151,0.0455,0.1906,0.859,0.0741,HIGH_FRAUD_RATE,1
2024-02-12,Push_Network,IN,252,10,1,0.0222,0.0397,0.1627,0.838,0.1,HIGH_FRAUD_RATE,1
2024-02-12,Push_Network,NG,592,23,3,0.0213,0.0389,0.0726,0.845,0.1304,NORMAL,0
2024-02-12,Push_Network,PL,178,8,1,0.0126,0.0449,0.2022,0.835,0.125,HIGH_FRAUD_RATE,1
2024-02-12,TikTok,AU,233,11,1,0.011,0.0472,0.1116,0.908,0.0909,HIGH_FRAUD_RATE,1
2024-02-12,TikTok,BR,1035,43,5,0.0289,0.0415,0.0966,0.905,0.1163,NORMAL,0
2024-02-12,TikTok,CA,220,9,1,0.0142,0.0409,0.0773,0.929,0.1111,NORMAL,0
2024-02-12,TikTok,DE,504,37,4,0.023,0.0734,0.0952,0.925,0.1081,NORMAL,0
2024-02-12,TikTok,IN,205,11,1,0.0147,0.0537,0.1024,0.926,0.0909,HIGH_FRAUD_RATE,1
2024-02-12,TikTok,NG,233,11,1,0.0179,0.0472,0.0386,0.925,0.0909,NORMAL,0
2024-02-12,TikTok,PL,576,53,8,0.0136,0.092,0.1094,0.925,0.1509,HIGH_FRAUD_RATE,1
2024-02-13,Affiliate_SEO,AU,485,93,29,0.0205,0.1918,0.0268,0.977,0.3118,NORMAL,0
2024-02-13,Affiliate_SEO,BR,247,64,16,0.0175,0.2591,0.0243,0.976,0.25,NORMAL,0
2024-02-13,Affiliate_SEO,CA,240,47,16,0.0146,0.1958,0.0167,0.98,0.3404,NORMAL,0
2024-02-13,Affiliate_SEO,DE,619,104,35,0.0128,0.168,0.0275,0.983,0.3365,NORMAL,0
2024-02-13,Affiliate_SEO,IN,204,48,10,0.0177,0.2353,0.0245,0.979,0.2083,NORMAL,0
2024-02-13,Affiliate_SEO,NG,163,34,16,0.0209,0.2086,0.0245,0.984,0.4706,NORMAL,0
2024-02-13,Affiliate_SEO,PL,92,23,8,0.0094,0.25,0.0109,0.978,0.3478,NORMAL,0
2024-02-13,Facebook,AU,1240,122,30,0.0313,0.0984,0.0153,0.975,0.2459,NORMAL,0
2024-02-13,Facebook,BR,605,50,10,0.0331,0.0826,0.043,0.975,0.2,NORMAL,0
2024-02-13,Facebook,CA,175,14,2,0.0342,0.08,0.0114,0.975,0.1429,NORMAL,0
2024-02-13,Facebook,DE,398,45,5,0.0262,0.1131,0.0276,0.972,0.1111,NORMAL,0
2024-02-13,Facebook,IN,1312,126,32,0.0282,0.096,0.0305,0.975,0.254,NORMAL,0
2024-02-13,Facebook,NG,732,63,17,0.0399,0.0861,0.0164,0.966,0.2698,NORMAL,0
2024-02-13,Facebook,PL,885,69,15,0.03,0.078,0.0407,0.971,0.2174,NORMAL,0
2024-02-13,Google_Search,AU,856,113,33,0.039,0.132,0.0129,0.989,0.292,NORMAL,0
2024-02-13,Google_Search,BR,301,50,7,0.0274,0.1661,0.0066,0.989,0.14,NORMAL,0
2024-02-13,Google_Search,CA,386,46,12,0.0354,0.1192,0.0052,0.99,0.2609,NORMAL,0
2024-02-13,Google_Search,DE,1120,169,49,0.0385,0.1509,0.0098,0.99,0.2899,NORMAL,0
2024-02-13,Google_Search,IN,1054,146,55,0.035,0.1385,0.0057,0.989,0.3767,NORMAL,0
2024-02-13,Google_Search,NG,373,50,11,0.0233,0.134,0.0107,0.989,0.22,NORMAL,0
2024-02-13,Google_Search,PL,401,78,20,0.0506,0.1945,0.0075,0.991,0.2564,NORMAL,0
2024-02-13,Native_Ads,AU,556,41,6,0.0246,0.0737,0.0594,0.939,0.1463,NORMAL,0
2024-02-13,Native_Ads,BR,555,35,7,0.0197,0.0631,0.0703,0.934,0.2,NORMAL,0
2024-02-13,Native_Ads,CA,559,29,5,0.0191,0.0519,0.0358,0.946,0.1724,NORMAL,0
2024-02-13,Native_Ads,DE,153,14,1,0.0155,0.0915,0.0588,0.932,0.0714,NORMAL,0
2024-02-13,Native_Ads,IN,318,24,3,0.0128,0.0755,0.0566,0.934,0.125,NORMAL,0
2024-02-13,Native_Ads,NG,876,60,14,0.0295,0.0685,0.0388,0.934,0.2333,NORMAL,0
2024-02-13,Native_Ads,PL,568,40,5,0.0252,0.0704,0.0405,0.949,0.125,NORMAL,0
2024-02-13,Push_Network,AU,424,19,2,0.0165,0.0448,0.184,0.842,0.1053,HIGH_FRAUD_RATE,1
2024-02-13,Push_Network,BR,371,10,1,0.0266,0.027,0.1132,0.886,0.1,HIGH_FRAUD_RATE,1
2024-02-13,Push_Network,CA,243,11,1,0.0266,0.0453,0.1646,0.834,0.0909,HIGH_FRAUD_RATE,1
2024-02-13,Push_Network,DE,807,42,5,0.0309,0.052,0.1549,0.869,0.119,HIGH_FRAUD_RATE,1
2024-02-13,Push_Network,IN,334,12,1,0.0183,0.0359,0.0838,0.852,0.0833,NORMAL,0
2024-02-13,Push_Network,NG,163,5,0,0.0089,0.0307,0.1411,0.867,0.0,HIGH_FRAUD_RATE,1
2024-02-13,Push_Network,PL,469,13,1,0.0156,0.0277,0.1109,0.867,0.0769,HIGH_FRAUD_RATE,1
2024-02-13,TikTok,AU,278,14,1,0.0277,0.0504,0.0576,0.934,0.0714,NORMAL,0
2024-02-13,TikTok,BR,181,12,1,0.0284,0.0663,0.0718,0.906,0.0833,NORMAL,0
2024-02-13,TikTok,CA,1070,69,12,0.0215,0.0645,0.0776,0.909,0.1739,NORMAL,0
2024-02-13,TikTok,DE,353,26,5,0.0227,0.0737,0.0567,0.921,0.1923,NORMAL,0
2024-02-13,TikTok,IN,326,15,3,0.0203,0.046,0.0644,0.906,0.2,NORMAL,0
2024-02-13,TikTok,NG,624,39,5,0.0234,0.0625,0.109,0.907,0.1282,HIGH_FRAUD_RATE,1
2024-02-13,TikTok,PL,560,42,6,0.0329,0.075,0.0804,0.914,0.1429,NORMAL,0
2024-02-14,Affiliate_SEO,AU,1565,247,81,0.0213,0.1578,0.0141,0.982,0.3279,NORMAL,0
2024-02-14,Affiliate_SEO,BR,239,39,17,0.0242,0.1632,0.0209,0.983,0.4359,NORMAL,0
2024-02-14,Affiliate_SEO,CA,1315,248,88,0.0146,0.1886,0.0099,0.976,0.3548,NORMAL,0
2024-02-14,Affiliate_SEO,DE,230,52,21,0.01,0.2261,0.0087,0.977,0.4038,NORMAL,0
2024-02-14,Affiliate_SEO,IN,129,31,5,0.0257,0.2403,0.0155,0.979,0.1613,NORMAL,0
2024-02-14,Affiliate_SEO,NG,39,8,3,0.0212,0.2051,0.0,0.979,0.375,NORMAL,0
2024-02-14,Affiliate_SEO,PL,160,37,13,0.0269,0.2313,0.025,0.982,0.3514,NORMAL,0
2024-02-14,Facebook,AU,707,50,8,0.0455,0.0707,0.024,0.976,0.16,NORMAL,0
2024-02-14,Facebook,BR,310,32,8,0.0135,0.1032,0.0226,0.964,0.25,NORMAL,0
2024-02-14,Facebook,CA,569,39,9,0.0381,0.0685,0.0404,0.975,0.2308,NORMAL,0
2024-02-14,Facebook,DE,2154,218,33,0.0378,0.1012,0.019,0.967,0.1514,NORMAL,0
2024-02-14,Facebook,IN,964,60,10,0.0436,0.0622,0.0176,0.971,0.1667,NORMAL,0
2024-02-14,Facebook,NG,234,23,5,0.0314,0.0983,0.0128,0.975,0.2174,NORMAL,0
2024-02-14,Facebook,PL,318,27,8,0.0273,0.0849,0.022,0.971,0.2963,NORMAL,0
2024-02-14,Google_Search,AU,611,109,30,0.0403,0.1784,0.0082,0.989,0.2752,NORMAL,0
2024-02-14,Google_Search,BR,1017,181,57,0.0358,0.178,0.0098,0.992,0.3149,NORMAL,0
2024-02-14,Google_Search,CA,2124,471,188,0.0267,0.2218,0.0141,0.991,0.3992,NORMAL,0
2024-02-14,Google_Search,DE,671,106,29,0.0245,0.158,0.0119,0.991,0.2736,NORMAL,0
2024-02-14,Google_Search,IN,1081,222,58,0.0444,0.2054,0.013,0.989,0.2613,NORMAL,0
2024-02-14,Google_Search,NG,425,71,19,0.03,0.1671,0.0071,0.991,0.2676,NORMAL,0
2024-02-14,Google_Search,PL,923,153,43,0.0263,0.1658,0.0065,0.989,0.281,NORMAL,0
2024-02-14,Native_Ads,AU,529,30,7,0.0245,0.0567,0.0699,0.937,0.2333,NORMAL,0
2024-02-14,Native_Ads,BR,410,30,5,0.0254,0.0732,0.0878,0.945,0.1667,NORMAL,0
2024-02-14,Native_Ads,CA,546,34,6,0.0231,0.0623,0.0549,0.951,0.1765,NORMAL,0
2024-02-14,Native_Ads,DE,767,45,9,0.0247,0.0587,0.086,0.951,0.2,NORMAL,0
2024-02-14,Native_Ads,IN,306,26,3,0.0145,0.085,0.0458,0.944,0.1154,NORMAL,0
2024-02-14,Native_Ads,NG,611,34,7,0.0309,0.0556,0.0393,0.932,0.2059,NORMAL,0
2024-02-14,Native_Ads,PL,401,31,5,0.0144,0.0773,0.0873,0.944,0.1613,NORMAL,0
2024-02-14,Push_Network,AU,261,9,1,0.0132,0.0345,0.1992,0.833,0.1111,HIGH_FRAUD_RATE,1
2024-02-14,Push_Network,BR,465,18,1,0.0275,0.0387,0.1849,0.877,0.0556,HIGH_FRAUD_RATE,1
2024-02-14,Push_Network,CA,263,11,1,0.0128,0.0418,0.1065,0.832,0.0909,HIGH_FRAUD_RATE,1
2024-02-14,Push_Network,DE,344,15,1,0.0252,0.0436,0.0843,0.851,0.0667,NORMAL,0
2024-02-14,Push_Network,IN,671,40,5,0.0211,0.0596,0.1893,0.87,0.125,HIGH_FRAUD_RATE,1
2024-02-14,Push_Network,IN,9207,2003,2,0.277,0.2749,0.2864,0.487,0.0033,CTR_SPIKE+LOW_QUALITY,1
2024-02-14,Push_Network,NG,1002,38,2,0.0175,0.0379,0.1208,0.847,0.0526,HIGH_FRAUD_RATE,1
2024-02-14,Push_Network,NG,7621,2416,6,0.2399,0.1734,0.2616,0.623,0.0029,CTR_SPIKE+LOW_QUALITY,1
2024-02-14,Push_Network,PL,251,11,1,0.0172,0.0438,0.1235,0.877,0.0909,HIGH_FRAUD_RATE,1
2024-02-14,TikTok,AU,529,31,5,0.0187,0.0586,0.051,0.928,0.1613,NORMAL,0
2024-02-14,TikTok,BR,451,22,4,0.0196,0.0488,0.0466,0.913,0.1818,NORMAL,0
2024-02-14,TikTok,CA,440,18,3,0.0158,0.0409,0.0841,0.907,0.1667,NORMAL,0
2024-02-14,TikTok,DE,281,23,3,0.0077,0.0819,0.0641,0.933,0.1304,NORMAL,0
2024-02-14,TikTok,IN,563,30,3,0.0276,0.0533,0.0426,0.913,0.1,NORMAL,0
2024-02-14,TikTok,NG,567,16,2,0.0314,0.0282,0.0705,0.927,0.125,NORMAL,0
2024-02-14,TikTok,PL,682,49,9,0.0263,0.0718,0.0513,0.934,0.1837,NORMAL,0
2024-02-15,Affiliate_SEO,AU,870,196,88,0.0187,0.2253,0.0207,0.976,0.449,NORMAL,0
2024-02-15,Affiliate_SEO,BR,49,10,3,0.0055,0.2041,0.0204,0.979,0.3,NORMAL,0
2024-02-15,Affiliate_SEO,CA,705,199,80,0.0322,0.2823,0.017,0.978,0.402,NORMAL,0
2024-02-15,Affiliate_SEO,DE,545,133,31,0.0164,0.244,0.0257,0.982,0.2331,NORMAL,0
2024-02-15,Affiliate_SEO,IN,60,17,6,0.0176,0.2833,0.0167,0.982,0.3529,NORMAL,0
2024-02-15,Affiliate_SEO,NG,53,14,4,0.0188,0.2642,0.0189,0.976,0.2857,NORMAL,0
2024-02-15,Affiliate_SEO,PL,235,50,12,0.0179,0.2128,0.017,0.984,0.24,NORMAL,0
2024-02-15,Facebook,AU,1666,126,31,0.0358,0.0756,0.027,0.975,0.246,NORMAL,0
2024-02-15,Facebook,BR,600,55,11,0.0402,0.0917,0.0417,0.965,0.2,NORMAL,0
2024-02-15,Facebook,CA,618,61,10,0.0371,0.0987,0.034,0.966,0.1639,NORMAL,0
2024-02-15,Facebook,DE,828,70,16,0.0308,0.0845,0.0374,0.976,0.2286,NORMAL,0
2024-02-15,Facebook,IN,398,29,8,0.022,0.0729,0.0201,0.967,0.2759,NORMAL,0
2024-02-15,Facebook,NG,1013,84,24,0.0491,0.0829,0.0405,0.967,0.2857,NORMAL,0
2024-02-15,Facebook,PL,698,75,19,0.0306,0.1074,0.0287,0.972,0.2533,NORMAL,0
2024-02-15,Google_Search,AU,1367,114,31,0.0371,0.0834,0.0073,0.99,0.2719,NORMAL,0
2024-02-15,Google_Search,BR,900,140,42,0.0417,0.1556,0.0144,0.99,0.3,NORMAL,0
2024-02-15,Google_Search,CA,922,99,25,0.0303,0.1074,0.0141,0.991,0.2525,NORMAL,0
2024-02-15,Google_Search,DE,1112,175,48,0.0397,0.1574,0.0135,0.989,0.2743,NORMAL,0
2024-02-15,Google_Search,IN,1656,271,92,0.0273,0.1636,0.0072,0.989,0.3395,NORMAL,0
2024-02-15,Google_Search,NG,711,108,28,0.0241,0.1519,0.0056,0.991,0.2593,NORMAL,0
2024-02-15,Google_Search,PL,1388,138,42,0.0426,0.0994,0.0079,0.989,0.3043,NORMAL,0
2024-02-15,Native_Ads,AU,458,34,6,0.0159,0.0742,0.0459,0.937,0.1765,NORMAL,0
2024-02-15,Native_Ads,BR,291,18,3,0.0143,0.0619,0.055,0.943,0.1667,NORMAL,0
2024-02-15,Native_Ads,CA,456,38,7,0.0202,0.0833,0.0417,0.929,0.1842,NORMAL,0
2024-02-15,Native_Ads,DE,600,43,6,0.0142,0.0717,0.0317,0.944,0.1395,NORMAL,0
2024-02-15,Native_Ads,IN,112,6,1,0.0144,0.0536,0.0804,0.944,0.1667,NORMAL,0
2024-02-15,Native_Ads,NG,215,12,2,0.0079,0.0558,0.0605,0.936,0.1667,NORMAL,0
2024-02-15,Native_Ads,PL,210,10,2,0.013,0.0476,0.0429,0.937,0.2,NORMAL,0
2024-02-15,Push_Network,AU,394,15,1,0.0133,0.0381,0.1777,0.881,0.0667,HIGH_FRAUD_RATE,1
2024-02-15,Push_Network,BR,1065,43,5,0.0309,0.0404,0.1052,0.845,0.1163,HIGH_FRAUD_RATE,1
2024-02-15,Push_Network,CA,283,8,1,0.0177,0.0283,0.1201,0.841,0.125,HIGH_FRAUD_RATE,1
2024-02-15,Push_Network,DE,411,19,2,0.0217,0.0462,0.1752,0.845,0.1053,HIGH_FRAUD_RATE,1
2024-02-15,Push_Network,IN,1009,43,5,0.0251,0.0426,0.1992,0.866,0.1163,HIGH_FRAUD_RATE,1
2024-02-15,Push_Network,NG,901,36,4,0.0196,0.04,0.2042,0.842,0.1111,HIGH_FRAUD_RATE,1
2024-02-15,Push_Network,PL,1271,56,6,0.0268,0.0441,0.085,0.839,0.1071,NORMAL,0
2024-02-15,TikTok,AU,240,15,3,0.0132,0.0625,0.075,0.927,0.2,NORMAL,0
2024-02-15,TikTok,BR,611,34,5,0.0213,0.0556,0.0966,0.913,0.1471,NORMAL,0
2024-02-15,TikTok,CA,317,18,2,0.0146,0.0568,0.0694,0.931,0.1111,NORMAL,0
2024-02-15,TikTok,DE,451,32,5,0.024,0.071,0.0776,0.92,0.1562,NORMAL,0
2024-02-15,TikTok,IN,364,26,4,0.0194,0.0714,0.0385,0.932,0.1538,NORMAL,0
2024-02-15,TikTok,NG,308,12,1,0.0144,0.039,0.0422,0.911,0.0833,NORMAL,0
2024-02-15,TikTok,PL,467,24,4,0.0206,0.0514,0.0857,0.913,0.1667,NORMAL,0
2024-02-16,Affiliate_SEO,AU,550,128,42,0.0186,0.2327,0.0145,0.982,0.3281,NORMAL,0
2024-02-16,Affiliate_SEO,BR,239,78,30,0.0329,0.3264,0.0251,0.984,0.3846,NORMAL,0
2024-02-16,Affiliate_SEO,CA,1017,216,87,0.0234,0.2124,0.0197,0.983,0.4028,NORMAL,0
2024-02-16,Affiliate_SEO,DE,255,60,22,0.0236,0.2353,0.0157,0.979,0.3667,NORMAL,0
2024-02-16,Affiliate_SEO,IN,55,13,5,0.0162,0.2364,0.0,0.983,0.3846,NORMAL,0
2024-02-16,Affiliate_SEO,NG,23,6,1,0.0101,0.2609,0.0,0.983,0.1667,NORMAL,0
2024-02-16,Affiliate_SEO,PL,368,84,40,0.0244,0.2283,0.0245,0.983,0.4762,NORMAL,0
2024-02-16,Facebook,AU,1257,124,32,0.0467,0.0986,0.0326,0.974,0.2581,NORMAL,0
2024-02-16,Facebook,BR,172,13,4,0.0312,0.0756,0.0291,0.973,0.3077,NORMAL,0
2024-02-16,Facebook,CA,601,70,15,0.0263,0.1165,0.0283,0.975,0.2143,NORMAL,0
2024-02-16,Facebook,DE,1200,156,45,0.0564,0.13,0.0233,0.965,0.2885,NORMAL,0
2024-02-16,Facebook,IN,597,47,11,0.0276,0.0787,0.0168,0.973,0.234,NORMAL,0
2024-02-16,Facebook,NG,933,97,24,0.0378,0.104,0.0289,0.966,0.2474,NORMAL,0
2024-02-16,Facebook,PL,339,34,6,0.0288,0.1003,0.0295,0.967,0.1765,NORMAL,0
2024-02-16,Google_Search,AU,894,123,33,0.0465,0.1376,0.0101,0.991,0.2683,NORMAL,0
2024-02-16,Google_Search,BR,406,42,8,0.0145,0.1034,0.0099,0.991,0.1905,NORMAL,0
2024-02-16,Google_Search,CA,549,85,21,0.0294,0.1548,0.0109,0.991,0.2471,NORMAL,0
2024-02-16,Google_Search,DE,778,140,33,0.0351,0.1799,0.0141,0.992,0.2357,NORMAL,0
2024-02-16,Google_Search,IN,712,154,42,0.0359,0.2163,0.0056,0.991,0.2727,NORMAL,0
2024-02-16,Google_Search,NG,625,82,26,0.0297,0.1312,0.0128,0.99,0.3171,NORMAL,0
2024-02-16,Google_Search,PL,513,88,22,0.036,0.1715,0.0097,0.989,0.25,NORMAL,0
2024-02-16,Native_Ads,AU,822,41,8,0.0223,0.0499,0.0535,0.937,0.1951,NORMAL,0
2024-02-16,Native_Ads,BR,350,23,3,0.0211,0.0657,0.0571,0.94,0.1304,NORMAL,0
2024-02-16,Native_Ads,CA,277,27,5,0.0222,0.0975,0.0397,0.944,0.1852,NORMAL,0
2024-02-16,Native_Ads,DE,739,20,2,0.0197,0.0271,0.0704,0.931,0.1,NORMAL,0
2024-02-16,Native_Ads,IN,461,38,6,0.0167,0.0824,0.0629,0.948,0.1579,NORMAL,0
2024-02-16,Native_Ads,NG,581,27,4,0.0232,0.0465,0.0602,0.948,0.1481,NORMAL,0
2024-02-16,Native_Ads,PL,259,20,4,0.0224,0.0772,0.0347,0.942,0.2,NORMAL,0
2024-02-16,Push_Network,AU,61,1,0,0.0081,0.0164,0.1311,0.845,0.0,HIGH_FRAUD_RATE,1
2024-02-16,Push_Network,BR,400,15,1,0.0217,0.0375,0.2025,0.843,0.0667,HIGH_FRAUD_RATE,1
2024-02-16,Push_Network,CA,642,30,3,0.0192,0.0467,0.1885,0.867,0.1,HIGH_FRAUD_RATE,1
2024-02-16,Push_Network,DE,347,13,2,0.0194,0.0375,0.1729,0.87,0.1538,HIGH_FRAUD_RATE,1
2024-02-16,Push_Network,IN,169,6,0,0.0089,0.0355,0.1302,0.847,0.0,HIGH_FRAUD_RATE,1
2024-02-16,Push_Network,NG,166,4,0,0.0168,0.0241,0.1566,0.856,0.0,HIGH_FRAUD_RATE,1
2024-02-16,Push_Network,PL,467,20,1,0.0222,0.0428,0.1777,0.835,0.05,HIGH_FRAUD_RATE,1
2024-02-16,TikTok,AU,520,28,4,0.0252,0.0538,0.0558,0.935,0.1429,NORMAL,0
2024-02-16,TikTok,BR,937,29,5,0.0215,0.0309,0.111,0.919,0.1724,HIGH_FRAUD_RATE,1
2024-02-16,TikTok,CA,628,28,4,0.0192,0.0446,0.0573,0.912,0.1429,NORMAL,0
2024-02-16,TikTok,DE,221,7,1,0.0211,0.0317,0.0588,0.91,0.1429,NORMAL,0
2024-02-16,TikTok,IN,245,10,1,0.0283,0.0408,0.1102,0.924,0.1,HIGH_FRAUD_RATE,1
2024-02-16,TikTok,NG,360,25,5,0.0111,0.0694,0.1056,0.918,0.2,HIGH_FRAUD_RATE,1
2024-02-16,TikTok,PL,274,20,3,0.0234,0.073,0.0438,0.931,0.15,NORMAL,0
2024-02-17,Affiliate_SEO,AU,493,144,39,0.0225,0.2921,0.0223,0.982,0.2708,NORMAL,0
2024-02-17,Affiliate_SEO,BR,525,129,50,0.0277,0.2457,0.021,0.982,0.3876,NORMAL,0
2024-02-17,Affiliate_SEO,CA,400,106,43,0.0249,0.265,0.01,0.978,0.4057,NORMAL,0
2024-02-17,Affiliate_SEO,DE,439,147,57,0.0244,0.3349,0.0273,0.979,0.3878,NORMAL,0
2024-02-17,Affiliate_SEO,IN,64,9,3,0.0212,0.1406,0.0156,0.977,0.3333,NORMAL,0
2024-02-17,Affiliate_SEO,NG,32,6,1,0.0206,0.1875,0.0,0.977,0.1667,NORMAL,0
2024-02-17,Affiliate_SEO,PL,238,47,19,0.0243,0.1975,0.0294,0.983,0.4043,NORMAL,0
2024-02-17,Facebook,AU,766,67,16,0.0294,0.0875,0.0222,0.969,0.2388,NORMAL,0
2024-02-17,Facebook,BR,280,31,10,0.0227,0.1107,0.0214,0.967,0.3226,NORMAL,0
2024-02-17,Facebook,CA,369,34,8,0.0236,0.0921,0.0136,0.975,0.2353,NORMAL,0
2024-02-17,Facebook,DE,354,26,7,0.0191,0.0734,0.0424,0.968,0.2692,NORMAL,0
2024-02-17,Facebook,IN,1442,127,32,0.0462,0.0881,0.0222,0.974,0.252,NORMAL,0
2024-02-17,Facebook,NG,185,22,3,0.0081,0.1189,0.0324,0.969,0.1364,NORMAL,0
2024-02-17,Facebook,PL,2142,206,43,0.0444,0.0962,0.028,0.968,0.2087,NORMAL,0
2024-02-17,Google_Search,AU,1379,209,41,0.0331,0.1516,0.0145,0.988,0.1962,NORMAL,0
2024-02-17,Google_Search,BR,958,161,60,0.0389,0.1681,0.0042,0.991,0.3727,NORMAL,0
2024-02-17,Google_Search,CA,448,77,25,0.0265,0.1719,0.0045,0.991,0.3247,NORMAL,0
2024-02-17,Google_Search,DE,2324,455,144,0.0335,0.1958,0.0077,0.991,0.3165,NORMAL,0
2024-02-17,Google_Search,IN,1076,155,47,0.0244,0.1441,0.013,0.991,0.3032,NORMAL,0
2024-02-17,Google_Search,NG,540,90,36,0.0221,0.1667,0.0056,0.992,0.4,NORMAL,0
2024-02-17,Google_Search,PL,1433,242,79,0.0423,0.1689,0.0133,0.989,0.3264,NORMAL,0
2024-02-17,Native_Ads,AU,966,87,22,0.0151,0.0901,0.0818,0.952,0.2529,NORMAL,0
2024-02-17,Native_Ads,BR,652,50,12,0.0249,0.0767,0.0752,0.929,0.24,NORMAL,0
2024-02-17,Native_Ads,CA,420,40,8,0.0237,0.0952,0.05,0.939,0.2,NORMAL,0
2024-02-17,Native_Ads,DE,382,31,8,0.0226,0.0812,0.0445,0.943,0.2581,NORMAL,0
2024-02-17,Native_Ads,IN,1484,114,25,0.0197,0.0768,0.0815,0.942,0.2193,NORMAL,0
2024-02-17,Native_Ads,NG,554,46,10,0.0146,0.083,0.0848,0.943,0.2174,NORMAL,0
2024-02-17,Native_Ads,PL,130,8,1,0.009,0.0615,0.0769,0.94,0.125,NORMAL,0
2024-02-17,Push_Network,AU,398,14,1,0.0178,0.0352,0.098,0.839,0.0714,NORMAL,0
2024-02-17,Push_Network,BR,326,15,1,0.0088,0.046,0.138,0.839,0.0667,HIGH_FRAUD_RATE,1
2024-02-17,Push_Network,CA,534,22,1,0.0202,0.0412,0.103,0.851,0.0455,HIGH_FRAUD_RATE,1
2024-02-17,Push_Network,DE,427,15,1,0.0163,0.0351,0.103,0.846,0.0667,HIGH_FRAUD_RATE,1
2024-02-17,Push_Network,IN,217,9,1,0.0221,0.0415,0.0829,0.849,0.1111,NORMAL,0
2024-02-17,Push_Network,NG,940,34,4,0.0145,0.0362,0.0915,0.864,0.1176,NORMAL,0
2024-02-17,Push_Network,PL,428,21,2,0.0167,0.0491,0.2056,0.888,0.0952,HIGH_FRAUD_RATE,1
2024-02-17,TikTok,AU,638,41,8,0.0232,0.0643,0.1113,0.932,0.1951,HIGH_FRAUD_RATE,1
2024-02-17,TikTok,BR,347,22,4,0.0187,0.0634,0.0922,0.925,0.1818,NORMAL,0
2024-02-17,TikTok,CA,561,30,3,0.0189,0.0535,0.0891,0.906,0.1,NORMAL,0
2024-02-17,TikTok,DE,567,28,3,0.013,0.0494,0.0882,0.917,0.1071,NORMAL,0
2024-02-17,TikTok,IN,519,42,6,0.0185,0.0809,0.0482,0.917,0.1429,NORMAL,0
2024-02-17,TikTok,NG,271,19,3,0.0215,0.0701,0.1144,0.925,0.1579,HIGH_FRAUD_RATE,1
2024-02-17,TikTok,PL,223,13,1,0.0117,0.0583,0.0404,0.908,0.0769,NORMAL,0
2024-02-18,Affiliate_SEO,AU,816,83,39,0.0165,0.1017,0.0172,0.977,0.4699,NORMAL,0
2024-02-18,Affiliate_SEO,BR,750,173,68,0.0298,0.2307,0.028,0.982,0.3931,NORMAL,0
2024-02-18,Affiliate_SEO,CA,966,219,84,0.0265,0.2267,0.0166,0.979,0.3836,NORMAL,0
2024-02-18,Affiliate_SEO,DE,291,38,14,0.0184,0.1306,0.0241,0.978,0.3684,NORMAL,0
2024-02-18,Affiliate_SEO,IN,84,19,6,0.0147,0.2262,0.0238,0.977,0.3158,NORMAL,0
2024-02-18,Affiliate_SEO,NG,92,17,6,0.0183,0.1848,0.0109,0.982,0.3529,NORMAL,0
2024-02-18,Affiliate_SEO,PL,363,86,39,0.0192,0.2369,0.0275,0.977,0.4535,NORMAL,0
2024-02-18,Facebook,AU,760,51,10,0.0339,0.0671,0.0329,0.972,0.1961,NORMAL,0
2024-02-18,Facebook,BR,1684,110,28,0.0185,0.0653,0.0315,0.973,0.2545,NORMAL,0
2024-02-18,Facebook,CA,734,67,16,0.0373,0.0913,0.0191,0.971,0.2388,NORMAL,0
